Year,Month,DoM,DoY,NEE_f,NEE_sqc,LE_f,LE_sqc,H_f,H_sqc,Rg_f,Rg_sqc,VPD_f,VPD_sqc,rH_f,rH_sqc,Tair_f,Tair_sqc,GPP_f,Reco
--,--,--,--,umol_m-2_s-1,--,Wm-2,--,Wm-2,--,Wm-2,--,hPa,--,%,--,degC,--,umol_m-2_s-1,umol_m-2_s-1
2023,7,7,188,0.321455764724962,0.541666666666667,38.27688183323,0.791666666666667,11.2944536585422,0.854166666666667,97.7027083333333,1,0.219378804239262,1,99.0289514179167,1,18.741875,1,2.23691751063891,2.55837327536387
2023,7,8,189,-0.645781197012409,0.729166666666667,82.9868092040869,0.854166666666667,36.8145894467919,0.916666666666667,283.60625,1,0.819365825848346,1,96.5922566945833,1,18.45875,1,3.10501708207997,2.45923588506756
2023,7,9,190,-1.32294996590055,0.604166666666667,71.6173046166946,0.666666666666667,39.7584751157185,0.8125,258.782291666667,1,0.561332527453718,1,97.38996256875,1,15.3677083333333,1,3.34621365213992,2.02326368623937
2023,7,10,191,-0.840297705508456,0.708333333333333,52.4914248267981,0.770833333333333,25.7573153880819,0.895833333333333,151.5375,1,0.292511536540825,1,98.1782526139583,1,13.055625,1,2.5914095196707,1.75111181416225
2023,7,11,192,-0.754112162786416,0.979166666666667,35.65941375,1,15.900303,1,100.300729166667,0.979166666666667,0.342171718729532,1,97.6116912891667,1,11.834375,1,2.55088173356441,1.79676957077799
2023,7,12,193,-0.844918005862083,0.875,65.1147931124493,0.9375,34.0192997916667,1,204.519375,1,0.447347108890291,1,97.4259799677083,1,13.2241666666667,1,2.96828052153323,2.12336251567115
2023,7,13,194,-0.830273184437902,0.8125,100.967317245106,0.9375,52.3713452814481,0.958333333333333,349.014583333333,1,1.10760526871033,1,95.5266731195833,1,17.8839583333333,1,3.66155793357525,2.83128474913735
2023,7,14,195,-0.627324430132969,0.479166666666667,47.7688105107203,0.833333333333333,22.981054986149,0.8125,169.0575,1,0.474218494914307,1,97.7442052702083,1,15.7020833333333,1,3.1328492710037,2.50552484087073
2023,7,15,196,-0.895472687864731,0.5625,79.3086737664476,0.75,36.176134310896,0.729166666666667,269.136041666667,1,0.611908584854176,1,97.3290741725,1,16.9095833333333,1,3.58078891870204,2.68531623083731
2023,7,16,197,-0.874006191868059,0.5625,90.6914501224274,0.666666666666667,46.6972249019687,0.854166666666667,313.314166666667,1,0.911265066568524,1,96.7130166945833,1,18.2333333333333,1,3.83602404458533,2.96201785271727
2023,7,17,198,-0.458645041668336,0.479166666666667,61.0582831105762,0.604166666666667,35.6877041937543,0.854166666666667,246.509375,1,0.858952669732565,1,97.1309962341667,1,19.011875,1,3.71398153389103,3.2553364922227
2023,7,18,199,0.650295123952295,0.0416666666666667,25.5272779368194,0.333333333333333,-3.20189288774953,0.75,65.9295833333333,1,0.135369603952841,1,99.3196844185417,1,15.2047916666667,1,2.02742545500993,2.67772057896223
2023,7,19,200,-0.482107026791304,0.875,72.8938279926972,0.875,28.2352730575639,0.916666666666667,219.243125,1,0.456380795370001,1,97.6228519889583,1,15.1727083333333,1,3.26248793875274,2.78038091196143
2023,7,20,201,-0.633522736870378,0.770833333333333,70.1343555275147,0.9375,31.3874538587963,0.979166666666667,238.432083333333,1,0.494716401467041,1,97.4863022060417,1,14.4920833333333,1,3.42557188389421,2.79204914702383
