TIMESTAMP_1,Ta_1_1_1,RH_1_1_1,Rg_1_1_1,Lwin_1_1_1,Lwout_1_1_1,Swin_1_1_1,Swout_1_1_1,P_1_1_1
yyyy-mm-dd HHMM,C,%,W+1m-2,W+1m-2,W+1m-2,W+1m-2,W+1m-2,mm
2023-01-01 0000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0430,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0500,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0530,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0630,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0700,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0730,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0830,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 0930,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1430,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1500,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1530,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1630,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1700,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1730,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1830,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 1930,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 2000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 2030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 2100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 2130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 2200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 2230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 2300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-01 2330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0430,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0500,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0530,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0630,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0700,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0730,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0830,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 0930,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 1000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 1030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-02 1100,-3.13,100,96.46,279.73,292.6,96.46,68.2,0
2023-01-02 1130,-3,100,102.96,280.34,293.67,102.96,74.35,0
2023-01-02 1200,-2.78,100,119.15,280.81,295.03,119.15,86.53,0
2023-01-02 1230,-2.57,100,139.26,281.6,296.89,139.26,101.07,0
2023-01-02 1300,-2.63,100,110.12,279.99,296.74,110.12,80.81,0
2023-01-02 1330,-2.56,100,121.1,281.44,297.2,121.1,86.94,0
2023-01-02 1400,-2.21,100,159.83,281.67,298.98,159.83,113.85,0
2023-01-02 1430,-1.88,99.62838781,145.4,279.72,299.02,145.4,103.33,0
2023-01-02 1500,-1.83,99.25951047,116.76,278.08,297.33,116.76,81.48,0
2023-01-02 1530,-1.84,99.4442233,66.49,273.68,295.85,66.49,44.84,0
2023-01-02 1600,-2.26,100,21.48,269.39,292.76,21.48,17.39,0
2023-01-02 1630,-2.78,100,3.34,266.93,290.16,3.34,5.93,0
2023-01-02 1700,-2.94,100,0,269.23,289.9,0,1.31,0
2023-01-02 1730,-3.01,100,0,272.88,291.19,0,0.53,0
2023-01-02 1800,-3.06,100,0,275.95,292.45,0,0.47,0
2023-01-02 1830,-3.16,100,0,275.78,291.46,0,0.43,0
2023-01-02 1900,-3.31,100,0,272.82,288.82,0,0.4,0
2023-01-02 1930,-3.62,100,0,271.03,287.05,0,0.36,0
2023-01-02 2000,-9999,-9999,0,277.66,287.73,0,0.29,0
2023-01-02 2030,-9999,-9999,0,280.99,288.44,0,0.26,0
2023-01-02 2100,-9999,-9999,0,283.35,288.67,0,0.24,0
2023-01-02 2130,-9999,-9999,0,286.6,289.92,0,0.17,0
2023-01-02 2200,-9999,-9999,0,293.3,295.48,0,0.38,0
2023-01-02 2230,-9999,-9999,0,294.99,298.37,0,0.31,0
2023-01-02 2300,-9999,-9999,0,295.32,299.08,0,0.28,0
2023-01-02 2330,-9999,-9999,0,296.85,299.98,0,0.35,0
2023-01-03 0000,-9999,-9999,0,298.73,301.17,0,0.46,0
2023-01-03 0030,-2.5,100,0,300.8,302.26,0,0.39,0
2023-01-03 0100,-9999,-9999,0,301.84,303.04,0,0.19,0
2023-01-03 0130,-9999,-9999,0,303.39,304.14,0,0.36,0
2023-01-03 0200,-6.83,100,0,304.58,304.93,0,0.27,0
2023-01-03 0230,-9999,-9999,0,304.97,305.34,0,0.23,0
2023-01-03 0300,-9999,-9999,0,305.09,305.49,0,0.22,0
2023-01-03 0330,-9999,-9999,0,305.23,305.62,0,0.23,0
2023-01-03 0400,-9999,-9999,0.01,305.67,306.09,0.01,0.35,0
2023-01-03 0430,-9999,-9999,0.03,306.08,306.59,0.03,0.4,0
2023-01-03 0500,-9999,-9999,0.03,306.67,307.12,0.03,0.35,0
2023-01-03 0530,-9999,-9999,0.06,307.61,307.99,0.06,0.36,0
2023-01-03 0600,-9999,-9999,0,308.59,309.22,0,0.43,0
2023-01-03 0630,-9999,-9999,0.44,309.95,312.39,0.44,-0.06,0
2023-01-03 0700,-9999,-9999,1.58,312.28,314.72,1.58,-0.36,0
2023-01-03 0730,-9999,-9999,2.44,314.06,315.32,2.44,-0.61,0
2023-01-03 0800,-9999,-9999,1.08,314.48,315.5,1.08,-0.25,0
2023-01-03 0830,-9999,-9999,0.25,314.37,315.67,0.25,0.2,0
2023-01-03 0900,-9999,-9999,0.29,315.98,316.07,0.29,0.36,0
2023-01-03 0930,-9999,-9999,0.54,316,316.25,0.54,1.32,0
2023-01-03 1000,-9999,-9999,1.44,315.29,316.6,1.44,3.36,0
2023-01-03 1030,-9999,-9999,5.59,319.36,319.07,5.59,8.56,0
2023-01-03 1100,-9999,-9999,19.38,322.31,319.73,19.38,14.9,0
2023-01-03 1130,-9999,-9999,28.77,4040.69,4040.15,28.77,20.77,0
2023-01-03 1200,-9999,-9999,53.81,314.11,318.77,53.81,39.63,0.6
2023-01-03 1230,-9999,-9999,37.57,323.92,319.38,37.57,30.1,1.1
2023-01-03 1300,-9999,-9999,61.63,313.81,319.9,61.63,48.55,1
2023-01-03 1330,3.21,100,92.59,291.28,318.81,92.59,71.97,0.3
2023-01-03 1400,3.24,100,69.5,306.06,319.25,69.5,54.39,0.1
2023-01-03 1430,3.33,100,44.27,180.5,175.43,44.27,34.14,0
2023-01-03 1500,3.14,100,30.57,2.31E+17,2.31E+17,30.57,24.12,0
2023-01-03 1530,2.95,100,17.58,323.06,319.25,17.58,14.75,0
2023-01-03 1600,-9999,-9999,11.13,325.74,319.06,11.13,9.34,0.1
2023-01-03 1630,-9999,-9999,2.75,326.14,318.86,2.75,2.82,0.4
2023-01-03 1700,-9999,-9999,0.44,325.64,318.68,0.44,1.19,0.7
2023-01-03 1730,-9999,-9999,0,323.35,318.38,0,0.88,0.1
2023-01-03 1800,-9999,-9999,0,322.71,318.45,0,1,0.2
2023-01-03 1830,-9999,-9999,0,322.13,318.47,0,1.25,0.7
2023-01-03 1900,-9999,-9999,0,320.22,317.95,0,1.62,0.9
2023-01-03 1930,-9999,-9999,0,316.83,317.29,0,1.57,0.4
2023-01-03 2000,0.39,100,0,306.94,316.64,0,1.64,0
2023-01-03 2030,0.23,100,0.42,306.62,316.45,0.42,1.44,0
2023-01-03 2100,0.02,100,0.31,307.29,316.06,0.31,1.1,0
2023-01-03 2130,-9999,-9999,0,311.31,315.61,0,0.57,0
2023-01-03 2200,-9999,-9999,0,309.44,314.87,0,0.56,0
2023-01-03 2230,-9999,-9999,0,309.39,314.1,0,0.55,0
2023-01-03 2300,-9999,-9999,0,309.82,313.08,0,0.52,0
2023-01-03 2330,-9999,-9999,0,304.66,310.86,0,0.48,0
2023-01-04 0000,-1.71,100,0,301.98,308.95,0,0.49,0
2023-01-04 0030,-1.93,100,0,302.48,308.32,0,0.41,0
2023-01-04 0100,-9999,-9999,0,303.43,308.4,0,0.47,0
2023-01-04 0130,-9999,-9999,0,302.1,308.07,0,0.4,0
2023-01-04 0200,-9999,-9999,0,298.3,306.18,0,0.37,0
2023-01-04 0230,-2.68,100,0,296.43,303.73,0,0.38,0
2023-01-04 0300,-2.86,100,0,296.77,303.27,0,0.31,0
2023-01-04 0330,-2.98,100,0,296.28,302.78,0,0.33,0
2023-01-04 0400,-3.04,100,0,296.54,302.63,0,0.29,0
2023-01-04 0430,-3.09,100,0,296.99,302.69,0,0.26,0
2023-01-04 0500,-3.15,100,0,296.86,302.49,0,0.28,0
2023-01-04 0530,-3.23,100,0,297.33,302.35,0,0.23,0
2023-01-04 0600,-3.22,100,0,296.92,302.33,0,0.24,0
2023-01-04 0630,-3.29,100,0,296.55,301.96,0,0.26,0
2023-01-04 0700,-3.24,100,0,296.8,302.04,0,0.29,0
2023-01-04 0730,-3.24,100,0,297.52,302.29,0,0.23,0
2023-01-04 0800,-9999,-9999,0,298.12,302.53,0,0.21,0
2023-01-04 0830,-3.32,100,0,296.69,301.95,0,0.29,0
2023-01-04 0900,-3.5,100,0,295.56,301.23,0,0.22,0
2023-01-04 0930,-3.7,100,1.29,293.35,300.03,1.29,1.56,0
2023-01-04 1000,-3.63,100,5.89,293.43,300.33,5.89,5.3,0
2023-01-04 1030,-3.41,100,16.34,293.65,300.7,16.34,13.35,0
2023-01-04 1100,-3.35,100,28.16,294.17,300.72,28.16,22.42,0
2023-01-04 1130,-3.41,100,39.65,294.96,301.35,39.65,31.31,0
2023-01-04 1200,-3.25,100,51.2,295.63,302.09,51.2,40.16,0
2023-01-04 1230,-3.15,100,55.76,296.39,303.04,55.76,43.74,0
2023-01-04 1300,-2.93,100,53.67,297.08,303.6,53.67,42.32,0
2023-01-04 1330,-2.76,100,46.84,298.55,304.52,46.84,37.16,0
2023-01-04 1400,-2.59,100,53.85,294.86,304.51,53.85,42.35,0
2023-01-04 1430,-2.49,100,38.7,298.81,305.01,38.7,30.66,0
2023-01-04 1500,-2.51,100,33.89,298.05,304.91,33.89,27.23,0
2023-01-04 1530,-2.57,100,24.68,297.91,304.78,24.68,20.2,0
2023-01-04 1600,-9999,-9999,16.44,301.39,306.56,16.44,13.32,0
2023-01-04 1630,-9999,-9999,4.76,304.18,307.02,4.76,4.45,0
2023-01-04 1700,-9999,-9999,0.24,302.62,305.96,0.24,1.18,0
2023-01-04 1730,-9999,-9999,0,305.18,306.85,0,0.72,0
2023-01-04 1800,-2.22,100,0,302.54,305.84,0,0.73,0
2023-01-04 1830,-2.54,100,0,292.47,302.51,0,0.93,0
2023-01-04 1900,-2.92,100,0,275.8,299.15,0,0.57,0
2023-01-04 1930,-3.29,100,0,262.89,295.7,0,0.51,0
2023-01-04 2000,-3.49,100,0,260.75,293.22,0,0.58,0
2023-01-04 2030,-3.41,100,0,283.26,297.44,0,0.38,0
2023-01-04 2100,-3.38,100,0,290.52,299.24,0,0.29,0
2023-01-04 2130,-3.3,100,0,291.5,299.79,0,0.39,0
2023-01-04 2200,-3.24,100,0,287.51,299.55,0,0.29,0
2023-01-04 2230,-3.21,100,0,285.37,299.4,0,0.34,0
2023-01-04 2300,-3.27,100,0,282.04,298.7,0,0.29,0
2023-01-04 2330,-3.4,100,0,280.27,297.96,0,0.34,0
2023-01-05 0000,-3.41,100,0,284.3,298.24,0,0.32,0
2023-01-05 0030,-3.48,100,0,289,298.99,0,0.3,0
2023-01-05 0100,-3.49,100,0,293.18,299.68,0,0.23,0
2023-01-05 0130,-3.54,100,0,290.31,299.3,0,0.24,0
2023-01-05 0200,-3.6,100,0,291.83,299.21,0,0.29,0
2023-01-05 0230,-3.93,100,0,291.46,297.76,0,0.12,0
2023-01-05 0300,-4.26,100,0,289.8,296.3,0,0.23,0
2023-01-05 0330,-4.61,100,0,282.6,293.35,0,0.17,0
2023-01-05 0400,-4.84,100,0,279.71,291.78,0,0.29,0
2023-01-05 0430,-5.28,100,0,271.89,286.8,0,0.01,0
2023-01-05 0500,-5.51,100,0,269.83,283.52,0,-0.09,0
2023-01-05 0530,-9999,-9999,0,268.9,281.29,0,-0.02,0
2023-01-05 0600,-9999,-9999,0,267.81,280.22,0,0.08,0
2023-01-05 0630,-9999,-9999,0,272.05,281.77,0,-0.01,0
2023-01-05 0700,-9999,-9999,0,274.8,284.15,0,0.25,0
2023-01-05 0730,-6.04,100,0,276.95,287.09,0,0.54,0
2023-01-05 0800,-5.95,100,0,277.56,288.42,0,0.53,0
2023-01-05 0830,-6.07,100,0,276.75,287.96,0,0.4,0
2023-01-05 0900,-6.2,100,0,276.5,287.7,0,0.36,0
2023-01-05 0930,-6.29,100,0.57,276.55,287.46,0.57,1.41,0
2023-01-05 1000,-6.35,100,6.39,278.65,287.85,6.39,6.06,0
2023-01-05 1030,-6.36,100,16.84,280.22,288.24,16.84,14.49,0
2023-01-05 1100,-6.53,100,23.49,281.53,287.99,23.49,19.94,0
2023-01-05 1130,-6.79,100,31.66,280.45,286.94,31.66,26.76,0
2023-01-05 1200,-6.91,100,66.61,277.22,286.31,66.61,54.53,0
2023-01-05 1230,-7.15,100,92.58,273.12,285.16,92.58,74.92,0
2023-01-05 1300,-7.36,100,96.86,270.74,284.35,96.86,78.13,0
2023-01-05 1330,-7.77,100,93.54,270.11,282.82,93.54,75.21,0
2023-01-05 1400,-8.18,100,75.45,269.47,281.18,75.45,61.3,0
2023-01-05 1430,-8.54,100,59.91,266.77,279.47,59.91,49.27,0
2023-01-05 1500,-8.9,100,33.06,263.21,277.25,33.06,27.99,0
2023-01-05 1530,-8.97,100,21.56,265.03,277.03,21.56,18.75,0
2023-01-05 1600,-9.2,100,12.77,250.62,273.82,12.77,11.96,0
2023-01-05 1630,-9.38,100,5.76,247.48,272.43,5.76,6.03,0
2023-01-05 1700,-9.56,100,0.59,258.77,273.29,0.59,1.35,0
2023-01-05 1730,-9.94,100,0,253.85,271.36,0,0.2,0
2023-01-05 1800,-10.65,99.63651189,0,228.45,264.79,0,0.22,0
2023-01-05 1830,-11.11,100,0,232.21,263.38,0,0.3,0
2023-01-05 1900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-05 1930,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-05 2000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-05 2030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-05 2100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-05 2130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-05 2200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-05 2230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-05 2300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-05 2330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0430,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0500,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0530,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0630,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0700,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0730,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0830,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 0930,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1430,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1500,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1530,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1630,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1700,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1730,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1830,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 1930,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 2000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 2030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 2100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 2130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 2200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 2230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 2300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-06 2330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0200,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0230,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0300,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0330,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0400,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0430,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0500,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0530,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0600,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0630,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0700,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0730,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0800,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0830,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 0930,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 1000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 1030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 1100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-01-07 1130,-9999,-9999,189.56,170.6,190.37,189.56,107.19,0
2023-01-07 1200,-9999,-9999,219.28,175.61,196.26,219.28,123.35,0
2023-01-07 1230,-9999,-9999,247.51,178.47,202.19,247.51,137.79,0
2023-01-07 1300,-19.95,98.21516532,263.32,181.03,206.59,263.32,143.29,0
2023-01-07 1330,-9999,-9999,266.95,182.38,211.87,266.95,141.62,0
2023-01-07 1400,-19.97,98.69189925,255.22,176.15,212.13,255.22,132.42,0
2023-01-07 1430,-19.04,98.34304611,228.79,170.74,211.61,228.79,116.38,0
2023-01-07 1500,-19.33,98.35921825,184.51,166.36,211.04,184.51,92.93,0
2023-01-07 1530,-18.28,98.07578911,134.25,164.57,207.92,134.25,60.7,0
2023-01-07 1600,-20.21,98.53890629,68.32,162.6,204,68.32,28.37,0
2023-01-07 1630,-22.28,98.70214075,5.01,158.35,196.56,5.01,6.24,0
2023-01-07 1700,-23.93,98.85618425,0,154.48,191.26,0,1.49,0
2023-01-07 1730,-25.43,98.76298658,0,152.48,187.94,0,0.29,0
2023-01-07 1800,-25.65,98.82599144,0,152.47,186.23,0,0.71,0
2023-01-07 1830,-27.69,98.48687536,0,151.68,184.19,0,0.23,0
2023-01-07 1900,-27.92,98.5922904,0,151.7,183.37,0,0.83,0
2023-01-07 1930,-28.85,98.45956152,0,150.8,181.49,0,0.34,0
2023-01-07 2000,-29.21,98.46528982,0,151.32,181.72,0,1.01,0
2023-01-07 2030,-29.22,98.47464309,0,151.96,181.5,0,0.84,0
2023-01-07 2100,-29.98,98.37780318,0,150.78,180.07,0,0.65,0
2023-01-07 2130,-30.19,98.38572372,0,150.29,179.57,0,1.1,0
2023-01-07 2200,-30.23,98.42585688,0,150.96,179.74,0,0.94,0
2023-01-07 2230,-30.59,98.33817784,0,150.85,179.3,0,0.95,0
2023-01-07 2300,-30.82,98.37510018,0,150.27,178.5,0,1.07,0
2023-01-07 2330,-30.59,98.36782372,0,150.31,178.2,0,0.99,0
2023-01-08 0000,-30.92,98.32848903,0,150.08,177.97,0,1.06,0
2023-01-08 0030,-31.33,98.32748203,0,149,176.86,0,1.39,0
2023-01-08 0100,-31.32,98.32986716,0,149.27,176.85,0,1.16,0
2023-01-08 0130,-31.25,98.33482693,0,149.28,176.58,0,0.97,0
2023-01-08 0200,-31.68,98.29693904,0,148.99,176.18,0,0.96,0
2023-01-08 0230,-32.05,98.29642346,0,148.51,175.52,0,1.03,0
2023-01-08 0300,-32.21,98.30643948,0,148.03,174.88,0,1.34,0
2023-01-08 0330,-32.32,98.29709451,0,147.82,174.58,0,1.43,0
2023-01-08 0400,-32.18,98.30417489,0,148.31,174.65,0,1.56,0
2023-01-08 0430,-32.08,98.30444896,0,149.07,175.03,0,1.41,0
2023-01-08 0500,-31.8,98.32629378,0,149.2,175.36,0,1.44,0
2023-01-08 0530,-31.83,98.30637447,0,150.07,175.94,0,1.04,0
2023-01-08 0600,-31.96,98.28515423,0,150.03,175.57,0,0.92,0
