TIMESTAMP_1,_Ta_1_1_1,RH_1_1_1,Rg_1_1_1,Lwin_1_1_1,Lwout_1_1_1,Swin_1_1_1,Swout_1_1_1,PPFD_1_1_1,P_1_1_1,P_rain_1_1_1
yyyy-mm-dd HHMM,C,%,W+1m-2,W+1m-2,W+1m-2,W+1m-2,W+1m-2,umol+1m-2s-1,mm,mm
2015-10-01 0000,5.5275,84.45,4.040629,265.7115,329.161,4.040629,0.5524817,0.5847971,0,0
2015-10-01 0030,5.1875,86.32083,3.874326,264.726,328.3749,3.874326,0.7141919,0.6228873,0,0
2015-10-01 0100,5.173333,86.78166,3.977358,263.4012,328.7997,3.977358,0.6995212,0.6038421,0,0
2015-10-01 0130,4.183333,88.84,4.088519,262.0448,324.557,4.088519,0.331756,0.4940529,0,0
2015-10-01 0200,3.665,90.45667,2.953158,274.6278,324.769,2.953158,0.5648255,0.5355104,0,0
2015-10-01 0230,3.438333,91.15083,3.221476,267.7492,324.3221,3.221476,0.5988597,0.7002265,0,0
2015-10-01 0300,3.319167,91.89165,1.336972,302.6654,327.3593,1.336972,0.4738536,0.5579808,0,0
2015-10-01 0330,3.690833,92.37,0.3814259,321.8965,331.9799,0.3814259,0.4245136,0.5994542,0,0
2015-10-01 0400,4.005,92.30417,0.02989859,331.1065,335.0305,0.02989859,0.4078406,0.6375524,0,0
2015-10-01 0430,4.215,91.83583,0.1700922,333.3021,336.648,0.1700922,0.5988888,0.5758924,0,0
2015-10-01 0500,4.3,91.23416,0.7369226,330.985,337.1239,0.7369226,0.4087881,0.6117019,0,0
2015-10-01 0530,4.440833,91.0575,0.6019469,334.2357,337.8508,0.6019469,0.4041106,0.6621009,0,0
2015-10-01 0600,4.608333,90.77583,0.5523154,334.3406,338.6206,0.5523154,0.4274491,0.716994,0,0
2015-10-01 0630,4.879167,90.40666,0.4257733,336.5261,339.6206,0.4257733,0.3997749,0.6755428,0,0
2015-10-01 0700,4.966667,90.29749,1.732697,303.9132,337.2096,1.732697,0.9045782,6.805841,0,0
2015-10-01 0730,4.959167,90.49416,18.56104,307.5165,337.519,18.56104,3.11651,33.8466,0,0
2015-10-01 0800,5.303333,90.65416,37.78295,330.7619,342.2294,37.78295,5.754891,60.46724,0,0
2015-10-01 0830,6.013333,89.81166,64.15536,334.148,347.4589,64.15536,9.385541,103.274,0,0
2015-10-01 0900,6.733333,88.6875,112.8076,324.2628,352.4605,112.8076,16.98998,183.475,0,0
2015-10-01 0930,7.3925,87.0825,170.2744,317.6264,356.7759,170.2744,25.9956,276.7664,0,0
2015-10-01 1000,7.5875,86.5925,139.5437,339.9907,359.0982,139.5437,20.65555,231.3384,0,0
2015-10-01 1030,7.637499,87.0975,127.8059,346.0741,360.4309,127.8059,18.99174,212.7731,0,0
2015-10-01 1100,7.919167,86.70083,91.23682,346.9463,360.6739,91.23682,13.18603,154.93,0,0
2015-10-01 1130,8.571667,84.9,148.752,348.4644,365.5438,148.752,22.09775,251.5157,0,0
2015-10-01 1200,9.109166,82.56667,99.02164,349.0569,365.1353,99.02164,14.37229,171.7472,0,0
2015-10-01 1230,9.569166,80.36166,189.0965,347.56,370.0219,189.0965,28.47353,314.5504,0,0
2015-10-01 1300,10.08833,78.03416,166.0269,350.1042,372.0826,166.0269,24.59856,279.4895,0,0
2015-10-01 1330,10.4025,76.51249,184.589,349.7074,373.6297,184.589,27.60515,310.4584,0,0
2015-10-01 1400,10.65333,74.88416,169.3454,349.8604,374.0446,169.3454,25.18411,287.8332,0,0
2015-10-01 1430,10.7225,74.01833,124.9526,350.9921,371.7343,124.9526,18.75702,214.5184,0,0
2015-10-01 1500,11,72.74332,131.957,349.9088,372.1876,131.957,19.70464,226.843,0,0
2015-10-01 1530,10.93917,72.59083,82.77227,350.5401,369.5291,82.77227,12.30256,143.9377,0,0
2015-10-01 1600,10.73083,73.245,92.18673,349.7386,368.2841,92.18673,13.86091,160.6385,0,0
2015-10-01 1630,10.3225,75.49833,38.33824,350.5948,364.1,38.33824,5.636049,68.71117,0,0
2015-10-01 1700,10.05333,76.84166,35.32685,348.6355,362.2637,35.32685,5.233635,62.5628,0,0
2015-10-01 1730,9.861666,76.93583,21.6928,347.2612,360.4842,21.6928,3.085546,39.30268,0,0
2015-10-01 1800,9.653333,77.78333,8.829539,347.7327,358.7826,8.829539,1.330563,16.9593,0,0
2015-10-01 1830,9.494999,79.07166,2.501142,347.3663,357.6312,2.501142,0.4927148,6.051217,0,0
2015-10-01 1900,9.403333,80.07915,0.6379954,341.2435,356.4744,0.6379954,0.1988902,0.9066913,0,0
2015-10-01 1930,9.404165,80.18833,0.7230024,344.1353,356.0973,0.7230024,0.2145623,0.5518916,0,0
2015-10-01 2000,9.509167,79.99667,0.3451349,350.7879,357.0985,0.3451349,0.167261,0.5474432,0,0
2015-10-01 2030,9.644166,79.86832,0.3123712,351.4934,357.5729,0.3123712,0.1722637,0.5855232,0,0
2015-10-01 2100,9.822499,79.76749,0.4924919,352.8631,358.1076,0.4924919,0.1805963,0.5082821,0,0
2015-10-01 2130,9.902499,80.31083,0.3097625,353.6618,358.7154,0.3097625,0.1432768,0.6515803,0,0
2015-10-01 2200,9.978333,81.15417,0.3480411,354.179,359.1696,0.3480411,0.1136192,0.5519291,0,0
2015-10-01 2230,10.0125,82.57333,1.41019,355.5471,359.2759,1.41019,0.5394582,0.642628,0,0
2015-10-01 2300,9.874166,85.03416,2.02219,356.0537,359.1611,2.02219,0.6757417,0.4993289,0,0
2015-10-01 2330,10.0175,85.07833,1.108561,356.8417,359.9867,1.108561,0.2659026,0.510534,0,0
2015-10-02 0000,10.32667,84.50083,0.1505403,358.2605,361.1504,0.1505403,0.2272569,0.5698882,0,0
2015-10-02 0030,10.71917,84.21999,0.10558,359.8703,362.7101,0.10558,0.2592435,0.5676433,0,0
2015-10-02 0100,11.02667,84.01583,0.2810613,360.6595,363.8796,0.2810613,0.1746052,0.5463668,0,0
2015-10-02 0130,11.20833,83.74166,0.7114841,361.3361,364.5982,0.7114841,0.2585696,0.5777026,0,0
2015-10-02 0200,11.2325,84.41,2.130397,361.1014,364.4701,2.130397,0.6990724,0.5564322,0,0
2015-10-02 0230,11.355,83.89417,1.751563,359.722,364.8053,1.751563,0.334536,0.4567802,0,0
2015-10-02 0300,11.4,83.715,1.031391,358.3131,364.9207,1.031391,0.2838895,0.6325522,0,0
2015-10-02 0330,11.4,83.875,1.049966,355.7318,364.5832,1.049966,0.2175843,0.4858964,0,0
2015-10-02 0400,11.39,83.6825,0.7544019,352.2668,364.2699,0.7544019,0.1672684,0.4948475,0,0
2015-10-02 0430,11.4275,83.1075,0.5829719,354.8946,364.5661,0.5829719,0.1542698,0.4869989,0,0
2015-10-02 0500,11.40417,82.52249,0.5818234,355.1937,364.442,0.5818234,0.136613,0.5485851,0,0
2015-10-02 0530,11.4,82.01667,0.4707395,358.2005,364.695,0.4707395,0.08230145,0.5597829,0,0
2015-10-02 0600,11.375,82.18,0.4417232,359.3236,364.7014,0.4417232,0.01799245,0.574321,0,0
2015-10-02 0630,11.30583,82.47916,0.4292493,358.0415,364.5737,0.4292493,0.1122861,0.6817929,0,0
2015-10-02 0700,11.3,82.57166,0.3344067,355.8888,364.4109,0.3344067,0.2099107,2.296142,0,0
2015-10-02 0730,11.28417,82.97583,5.264684,356.391,364.6274,5.264684,0.8929572,10.20114,0,0
2015-10-02 0800,11.28833,83.13499,13.04806,356.3686,365.2769,13.04806,2.034816,24.14942,0,0
2015-10-02 0830,11.3125,82.63749,12.00489,357.3986,365.6225,12.00489,1.799261,23.46332,0,0
2015-10-02 0900,11.4,81.91833,25.56556,357.3151,366.49,25.56556,3.611479,48.6659,0,0
2015-10-02 0930,11.30083,81.675,29.87656,358.2563,366.7284,29.87656,4.227838,57.29457,0,0
2015-10-02 1000,11.2025,80.50916,32.42159,357.8773,366.6786,32.42159,4.478396,62.68056,0,0
2015-10-02 1030,11.09583,79.93166,42.29134,357.2883,366.8104,42.29134,5.859351,80.63267,0,0
2015-10-02 1100,11.05,79.08916,47.21925,357.1272,366.6899,47.21925,6.572124,90.00748,0,0
2015-10-02 1130,11.02583,78.58666,48.17307,357.1961,366.5908,48.17307,6.7245,92.67567,0.1,0.1
2015-10-02 1200,10.82667,79.31499,51.44004,356.5897,365.9023,51.44004,7.497846,99.22049,0,0
2015-10-02 1230,10.81667,78.13416,65.8746,355.766,366.2761,65.8746,9.539047,124.5831,0,0
2015-10-02 1300,10.81167,79.17083,75.31691,356.173,367.2709,75.31691,11.22243,142.5205,0,0
2015-10-02 1330,10.6775,81.59333,91.24503,355.7272,368.1625,91.24503,13.90901,170.3585,0,0
2015-10-02 1400,10.80917,81.4825,80.79184,356.9682,368.598,80.79184,11.99183,149.5366,0,0
2015-10-02 1430,11.165,80.39,119.039,357.1543,372.6032,119.039,17.19242,214.3172,0,0
2015-10-02 1500,11.44667,79.21249,99.84014,358.6245,373.0072,99.84014,14.51462,180.6704,0,0
2015-10-02 1530,11.64417,78.23416,70.4855,358.9037,371.8656,70.4855,10.23236,128.924,0,0
2015-10-02 1600,11.64083,77.94333,38.54154,358.3409,369.6293,38.54154,5.538317,72.10902,0,0
2015-10-02 1630,11.6,78.2425,36.24168,358.3489,368.9165,36.24168,5.291377,66.86835,0,0
2015-10-02 1700,11.64417,78.52833,36.04024,357.7783,368.6886,36.04024,5.357018,64.93213,0,0
2015-10-02 1730,11.60167,78.97832,23.68047,357.6803,368.098,23.68047,3.506564,42.81992,0,0
2015-10-02 1800,11.595,79.65,6.420581,359.4091,366.8832,6.420581,1.054384,12.41131,0,0
2015-10-02 1830,11.61917,80.10083,3.007749,359.3705,366.5792,3.007749,0.5773321,6.359035,0,0
2015-10-02 1900,11.685,80.40417,0.2006713,360.6078,366.5313,0.2006713,0.1712342,0.7880237,0,0
2015-10-02 1930,11.84083,80.10416,0.5292271,358.2953,366.6702,0.5292271,0.1469149,0.5764661,0,0
2015-10-02 2000,11.94667,79.69417,1.137035,346.7375,365.8559,1.137035,0.1222619,0.5574348,0,0
2015-10-02 2030,11.97833,79.58416,0.7809322,353.1584,366.0458,0.7809322,0.1645705,0.4869156,0,0
2015-10-02 2100,12.18833,78.425,0.709309,354.4934,366.9198,0.709309,0.09960892,0.5764658,0,0
2015-10-02 2130,12.2325,78.30666,0.6318792,358.0673,367.4663,0.6318792,0.05896547,0.5607919,0,0
2015-10-02 2200,12.29083,77.81583,0.6437702,357.7953,367.5569,0.6437702,0.050304,0.5831803,0,0
2015-10-02 2230,12.3,77.1,0.5234274,359.571,367.6852,0.5234274,0.09694384,0.6805658,0,0
2015-10-02 2300,12.34,75.93333,0.6574016,357.3605,367.3818,0.6574016,0.03697859,0.649224,0,0
2015-10-02 2330,12.31417,75.17666,0.7783264,353.7351,366.7924,0.7783264,0.06263039,0.4287117,0,0
2015-10-03 0000,12.39,74.45834,0.5176277,359.2567,367.2674,0.5176277,0.03031578,0.6279563,0,0
2015-10-03 0030,12.26083,75.11166,0.5973742,358.5629,366.9955,0.5973742,0.02331983,0.5753468,0,0
2015-10-03 0100,12.11,75.9575,0.4845691,359.8048,366.8082,0.4845691,0.02498553,0.5193792,0,0
2015-10-03 0130,12.12333,75.82083,0.4538304,359.4785,366.7425,0.4538304,0.1016078,0.6055692,0,0
2015-10-03 0200,12.19333,75.11666,0.6176733,356.4917,366.6049,0.6176733,0.07962056,0.6592981,0,0
2015-10-03 0230,12.16667,74.96667,0.7032197,353.3966,366.0622,0.7032197,0.08195254,0.5160211,0,0
2015-10-03 0300,12.12667,74.99667,0.6977099,354.5434,365.8922,0.6977099,0.06862692,0.5831822,0,0
2015-10-03 0330,12.1,74.85083,0.5303871,357.8185,366.1808,0.5303871,0.0609647,0.505947,0,0
2015-10-03 0400,12.095,74.33499,0.5437266,357.5997,366.0507,0.5437266,0.05563445,0.5350501,0,0
2015-10-03 0430,11.97167,74.07333,1.640749,328.1475,363.4574,1.640749,0.2118773,0.5563177,0,0
2015-10-03 0500,11.75667,74.42,2.075732,316.2295,360.8795,2.075732,0.3821122,0.6201214,0,0
2015-10-03 0530,11.58833,75.17666,2.751769,303.6698,359.4344,2.751769,0.3211561,0.7029715,0,0
2015-10-03 0600,11.255,76.73333,3.538466,290.291,356.7939,3.538466,0.4034702,0.5966711,0,0
2015-10-03 0630,11.16833,77.8325,1.055422,337.9641,360.2477,1.055422,0.3298591,0.6347719,0,0
2015-10-03 0700,11.39417,75.6075,0.7993622,322.9308,360.2845,0.7993622,0.7087278,4.79064,0,0
2015-10-03 0730,11.36,76.13916,13.13778,329.5479,361.1396,13.13778,2.401068,26.36576,0,0
2015-10-03 0800,11.37,74.93333,44.67905,313.2835,361.228,44.67905,7.707387,78.33759,0,0
2015-10-03 0830,11.5675,72.39584,82.02164,303.3134,362.5949,82.02164,13.87894,146.9462,0,0
2015-10-03 0900,11.765,69.43583,108.1746,320.8132,365.5001,108.1746,17.36166,187.7331,0,0
2015-10-03 0930,11.86167,67.33583,180.6932,310.4102,367.897,180.6932,30.03882,309.2427,0,0
2015-10-03 1000,12.0775,63.54583,217.2394,313.8779,371.1088,217.2394,35.30995,376.7554,0,0
2015-10-03 1030,12.2525,57.78583,292.8861,306.4922,373.5273,292.8861,47.38073,519.7206,0,0
2015-10-03 1100,12.24583,60.00333,255.0102,309.891,374.4873,255.0102,39.64547,451.6173,0,0
2015-10-03 1130,12.82667,55.5975,443.577,293.1485,382.8041,443.577,70.46866,794.972,0,0
2015-10-03 1200,13.1125,51.17916,482.9218,285.606,387.148,482.9218,76.11576,888.9788,0,0
2015-10-03 1230,13.14,51.805,459.467,289.9305,385.9461,459.467,72.47163,840.8212,0,0
2015-10-03 1300,13.23417,50.77666,491.6308,289.4867,387.6434,491.6308,78.29411,894.7224,0,0
2015-10-03 1330,13.69583,49.35167,529.454,289.0231,392.1328,529.454,85.80234,967.0204,0,0
2015-10-03 1400,13.73083,48.57084,499.6086,289.5042,390.7812,499.6086,81.93206,910.881,0,0
2015-10-03 1430,13.66333,47.11916,425.0726,284.0048,387.046,425.0726,70.37855,788.4073,0,0
2015-10-03 1500,13.85333,45.88833,415.1582,281.92,385.9416,415.1582,70.63663,766.9919,0,0
2015-10-03 1530,13.88917,45.345,364.4212,280.7504,382.5997,364.4212,63.67002,671.984,0,0
2015-10-03 1600,13.9225,44.90667,305.0734,280.6935,379.9329,305.0734,54.66493,560.986,0,0
2015-10-03 1630,13.66083,44.78333,243.1685,278.6584,374.4416,243.1685,44.79264,442.0684,0,0
2015-10-03 1700,13.4325,45.3025,175.3755,278.4604,369.2405,175.3755,32.82793,317.5872,0,0
2015-10-03 1730,12.94833,47.2125,108.8346,277.9461,362.9055,108.8346,20.69638,194.9624,0,0
2015-10-03 1800,12.07667,50.3775,47.52262,277.1967,354.0263,47.52262,8.326386,79.3713,0,0
2015-10-03 1830,10.62667,55.58833,3.086501,274.3339,340.4964,3.086501,0.8103052,17.30352,0,0
2015-10-03 1900,9.325,60.64666,3.872568,271.9737,331.5777,3.872568,0.3604288,1.135963,0,0
2015-10-03 1930,7.9925,67.19167,4.828853,269.6258,324.4527,4.828853,0.6789959,0.5462722,0,0
2015-10-03 2000,6.305,75.30917,4.178195,267.3919,320.5186,4.178195,0.08093122,0.5945511,0,0
2015-10-03 2030,3.985833,84.38249,4.503445,264.4745,317.3835,4.503445,0.4189211,0.5005981,0,0
2015-10-03 2100,3.3875,88.74416,3.508765,265.588,315.6385,3.508765,0.04501114,0.445822,0,0
2015-10-03 2130,2.536667,89.97334,3.235457,262.489,314.4096,3.235457,0.8652099,0.5993491,0,0
2015-10-03 2200,1.444167,89.4825,3.691261,263.2223,312.2533,3.691261,0.8950412,0.5658152,0,0
2015-10-03 2230,1.463333,92.23583,2.691507,279.1455,313.4396,2.691507,1.184314,0.4392805,0,0
2015-10-03 2300,0.285,92.25916,3.188771,277.0294,311.2696,3.188771,0.8975733,0.4404396,0,0
2015-10-03 2330,0.0375,92.60916,2.941916,278.9132,309.5193,2.941916,1.296705,0.5492426,0,0
2015-10-04 0000,-0.015,93.04082,2.062871,283.7854,309.1189,2.062871,2.068222,0.4596218,0,0
2015-10-04 0030,-0.2141667,93.09083,2.708255,287.1944,309.1629,2.708255,0.9198677,0.5055971,0,0
2015-10-04 0100,-0.5608333,93.005,1.987706,288.5178,308.4642,1.987706,0.4757838,0.4103085,0,0
2015-10-04 0130,-0.6741666,93.19833,2.060604,290.3238,308.5248,2.060604,1.173444,0.3923715,0,0
2015-10-04 0200,-0.7433333,93.245,2.058571,289.9232,307.8308,2.058571,1.056,0.4887828,0,0
2015-10-04 0230,-0.9833333,92.99833,1.991772,289.5174,307.1158,1.991772,1.265198,0.4394561,0,0
2015-10-04 0300,-1.01,92.92,2.084421,289.1897,306.6213,2.084421,0.7326943,0.5538051,0,0
2015-10-04 0330,-1.275,92.77,2.424823,289.3194,306.5388,2.424823,0.4220698,0.3878903,0,0
2015-10-04 0400,-1.445,91.78083,1.976994,289.7612,306.2462,1.976994,0.7350467,0.5964166,0,0
2015-10-04 0430,-1.4725,92.29417,2.081974,290.0701,305.9846,2.081974,0.6233053,0.4484611,0,0
2015-10-04 0500,-1.268333,92.44167,2.826476,286.5445,305.5734,2.826476,0.5529147,0.5706801,0,0
2015-10-04 0530,-1.695,92.30999,2.618782,286.3958,304.0489,2.618782,0.5048624,0.5134977,0,0
2015-10-04 0600,-1.8725,92.24583,2.804214,284.7339,302.8277,2.804214,0.5973183,0.428304,0,0
2015-10-04 0630,-1.894167,92.43833,2.497072,284.6163,302.4257,2.497072,0.6661053,0.4799194,0,0
2015-10-04 0700,-2.200833,92.14999,0.1452634,284.9731,301.6463,0.1452634,1.592938,3.888904,0,0
2015-10-04 0730,-2.214166,92.09416,22.70298,286.7808,302.4887,22.70298,5.836574,34.56353,0,0
2015-10-04 0800,-1.03,92.255,82.87524,294.9397,309.3254,82.87524,17.34811,118.9198,0,0
2015-10-04 0830,0.6308333,92.23833,96.69466,301.1206,317.3611,96.69466,18.86726,171.478,0,0
2015-10-04 0900,3.195,89.55833,98.70357,301.834,325.7211,98.70357,17.6021,186.4778,0,0
2015-10-04 0930,6.679167,74.4675,238.5351,286.563,337.9809,238.5351,42.24858,445.0262,0,0
2015-10-04 1000,8.8775,63.46333,325.6632,271.7631,351.7936,325.6632,55.95393,626.5267,0,0
2015-10-04 1030,10.01417,58.08916,380.7576,275.5813,364.293,380.7576,63.30261,702.3294,0,0
2015-10-04 1100,10.8325,56.60833,420.9998,278.934,375.2455,420.9998,68.68393,774.1833,0,0
2015-10-04 1130,11.86083,53.55083,425.9058,280.8062,383.3777,425.9058,67.66254,799.5038,0,0
2015-10-04 1200,12.39,51.37917,398.4021,284.8922,385.3571,398.4021,62.48936,744.3071,0,0
2015-10-04 1230,13.635,47.7975,500.107,290.8391,396.5157,500.107,79.46726,920.0783,0,0
2015-10-04 1300,14.015,46.71333,393.1978,290.8745,392.3219,393.1978,62.1711,734.4317,0,0
2015-10-04 1330,14.85667,45.63083,442.1362,298.5176,399.3785,442.1362,70.71811,814.4598,0,0
2015-10-04 1400,15.26167,45.275,400.7382,300.7323,398.9126,400.7382,64.39085,739.7772,0,0
2015-10-04 1430,15.45833,46.10083,384.4513,297.7719,397.1502,384.4513,62.70687,711.5289,0,0
2015-10-04 1500,15.57,47.48333,343.1648,299.5259,395.2677,343.1648,56.48265,633.9455,0,0
2015-10-04 1530,15.48417,48.695,270.2586,300.5356,390.923,270.2586,44.72328,500.1943,0,0
2015-10-04 1600,15.56083,50.07833,244.3868,300.5871,389.2317,244.3868,41.81819,447.5468,0,0
2015-10-04 1630,15.75083,51.2075,209.4998,301.0492,386.5743,209.4998,36.34471,382.7932,0,0
2015-10-04 1700,15.2825,52.8525,132.5502,300.1918,379.1688,132.5502,22.83234,244.2039,0,0
2015-10-04 1730,14.94167,54.81666,114.149,301.373,375.6999,114.149,21.07373,195.8992,0,0
2015-10-04 1800,13.99333,59.46749,36.2261,302.9588,364.5469,36.2261,5.803061,67.83338,0,0
2015-10-04 1830,12.98417,64.3825,2.311939,297.516,357.3978,2.311939,0.883727,12.22299,0,0
2015-10-04 1900,12.5575,66.50999,4.096928,297.585,353.3558,4.096928,0.07060724,0.9902626,0,0
2015-10-04 1930,11.63833,70.98083,4.010173,292.3758,348.9991,4.010173,0.1991773,0.4062036,0,0
2015-10-04 2000,12.23667,69.66666,3.784022,290.9601,353.5302,3.784022,0.6894797,0.5237714,0,0
2015-10-04 2030,12.0425,71.03666,4.145191,292.9129,353.2606,4.145191,0.1369162,0.4936124,0,0
2015-10-04 2100,11.38833,74.10999,4.486662,288.088,350.5017,4.486662,0.00899505,0.6245947,0,0
2015-10-04 2130,10.3925,78.55,4.357062,287.6281,345.8542,4.357062,0.1262602,0.5238566,0,0
2015-10-04 2200,9.699999,81.88749,4.004294,286.8697,343.1649,4.004294,0.2175483,0.6078337,0,0
2015-10-04 2230,9.435833,83.6125,3.03467,297.1796,343.617,3.03467,0.4268337,0.562012,0,0
2015-10-04 2300,9.270833,84.34333,2.945701,299.0817,343.989,2.945701,0.3152472,0.5990321,0,0
2015-10-04 2330,9.275833,84.84083,3.050605,293.946,346.3743,3.050605,0.582539,0.6147457,0,0
2015-10-05 0000,9.249166,85.0775,3.336631,292.5598,346.1986,3.336631,0.3712827,0.4960923,0,0
2015-10-05 0030,8.971666,86.10083,3.195775,296.2307,345.6713,3.195775,0.2886404,0.5857077,0,0
2015-10-05 0100,8.6,87.76083,2.671242,302.5016,345.9852,2.671242,0.397634,0.6674652,0,0
2015-10-05 0130,8.5525,87.99167,2.75103,299.6062,345.8713,2.75103,0.4699618,0.6473073,0,0
2015-10-05 0200,8.483333,88.26333,2.186738,311.2997,346.8397,2.186738,0.3706388,0.5689174,0,0
2015-10-05 0230,8.2325,88.62083,1.825239,317.2245,346.876,1.825239,0.2169847,0.5140437,0,0
2015-10-05 0300,8.146667,89.09499,0.4241776,338.4225,348.6996,0.4241776,0.3046454,0.5062045,0,0
2015-10-05 0330,8.341666,88.27916,0.9475814,330.7257,349.7395,0.9475814,0.2626483,0.5319628,0,0
2015-10-05 0400,8.085834,88.60667,2.028625,315.0496,345.9116,2.028625,0.2386499,0.456928,0,0
2015-10-05 0430,7.79,89.18333,2.617309,300.9154,342.2822,2.617309,0.2689812,0.4882858,0,0
2015-10-05 0500,7.255833,90.07915,2.61818,301.3827,337.2995,2.61818,0.2023192,0.5218834,0,0
2015-10-05 0530,6.7825,91.24667,1.849063,305.3298,334.539,1.849063,0.8609637,0.6282881,0,0
2015-10-05 0600,6.723333,91.885,2.120226,306.3819,335.5406,2.120226,0.6533434,0.4648128,0,0
2015-10-05 0630,6.493333,91.9875,2.735813,301.8329,335.2001,2.735813,0.2626898,0.5186038,0,0
2015-10-05 0700,6.309999,92.0975,1.311334,300.0001,335.3977,1.311334,0.579735,3.420892,0,0
2015-10-05 0730,6.081666,92.18417,14.36919,310.8177,338.912,14.36919,2.527856,28.50545,0,0
2015-10-05 0800,5.911666,92.26416,42.38595,310.769,340.8132,42.38595,6.738667,76.63594,0,0
2015-10-05 0830,6.170833,92.38583,91.43838,313.6756,344.8398,91.43838,14.08185,159.6967,0,0
2015-10-05 0900,6.929166,92.29417,198.5115,313.7252,353.529,198.5115,32.90415,328.4302,0,0
2015-10-05 0930,7.515833,91.49167,140.3448,288.5328,355.5713,140.3448,20.57285,254.1417,0,0
2015-10-05 1000,8.886666,87.59834,331.272,292.5951,369.526,331.272,53.71263,606.5153,0,0
2015-10-05 1030,10.26333,82.69582,241.8885,303.9041,374.5779,241.8885,38.03078,448.8055,0,0
2015-10-05 1100,11.38583,78.99583,333.394,289.9918,383.298,333.394,54.8747,625.0975,0,0
2015-10-05 1130,12.92417,73.44166,447.2765,298.472,396.7204,447.2765,71.07114,829.7684,0,0
2015-10-05 1200,13.51833,71.87416,313.6038,329.9394,397.1896,313.6038,48.90557,560.3576,0,0
2015-10-05 1230,14.01167,70.20583,324.5609,318.8371,395.4781,324.5609,50.56508,589.5421,0,0
2015-10-05 1300,13.67667,70.83416,388.9123,316.4313,395.137,388.9123,61.85144,676.3723,0,0
2015-10-05 1330,14.08917,68.27833,400.2279,321.9356,399.9624,400.2279,62.85889,703.256,0,0
2015-10-05 1400,13.29833,71.43082,268.0331,348.2835,390.0429,268.0331,41.45237,457.0941,0,0
2015-10-05 1430,12.73583,70.7025,216.2459,335.5435,385.4174,216.2459,32.85391,368.665,0,0
2015-10-05 1500,12.94333,68.22916,211.7764,320.565,384.4126,211.7764,32.71703,367.9005,0,0
2015-10-05 1530,13.06417,66.865,238.3203,294.5421,382.0282,238.3203,39.94342,425.976,0,0
2015-10-05 1600,13.50833,63.04083,209.5542,299.2863,382.2485,209.5542,35.10751,382.5576,0,0
2015-10-05 1630,13.42167,63.33667,111.1513,341.8848,379.0099,111.1513,18.61695,188.4003,0,0
2015-10-05 1700,12.91333,64.14333,65.17132,348.3281,374.6003,65.17132,10.27692,110.952,0,0
2015-10-05 1730,12.61167,66.09333,40.50313,340.7874,371.2003,40.50313,6.756812,69.11909,0,0
2015-10-05 1800,12.045,69.32999,24.40845,329.5437,366.4384,24.40845,4.386984,40.70722,0,0
2015-10-05 1830,11.1925,72.28916,1.243331,330.3542,360.7409,1.243331,0.5068787,6.651318,0,0
2015-10-05 1900,10.755,74.51917,0.7871722,350.2919,361.4638,0.7871722,0.03730318,0.6636482,0,0
2015-10-05 1930,10.17833,74.77666,2.346427,321.3751,356.2578,2.346427,0.05796255,0.661491,0,0
2015-10-05 2000,9.314166,77.85083,2.898386,310.2613,347.5389,2.898386,0.0199881,0.5708617,0,0
2015-10-05 2030,8.423333,81.69749,2.462898,315.0329,343.2354,2.462898,0.08061757,0.5261033,0,0
2015-10-05 2100,8.12,83.305,2.424362,300.5433,342.4336,2.424362,0.6277152,0.5160916,0,0
2015-10-05 2130,7.601666,84.7075,3.101869,291.8123,337.6357,3.101869,0.3145633,0.5564521,0,0
2015-10-05 2200,7.3075,85.06999,2.966998,289.1966,337.6242,2.966998,0.6578472,0.5912192,0,0
2015-10-05 2230,7.3575,82.48167,3.410417,278.4149,338.1009,3.410417,0.8769037,0.5296986,0,0
2015-10-05 2300,6.876666,82.25249,4.268571,271.39,334.1312,4.268571,0.4243422,0.6081783,0,0
2015-10-05 2330,6.300833,82.78166,3.981274,268.7234,331.7948,3.981274,0.9450823,0.5891705,0,0
2015-10-06 0000,5.960833,82.15583,4.328512,263.1036,330.7725,4.328512,0.7980994,0.6474413,0,0
2015-10-06 0030,5.4025,83.01749,4.423494,257.3032,328.765,4.423494,0.7318195,0.5892462,0,0
2015-10-06 0100,4.628333,84.42249,4.004016,264.396,326.7467,4.004016,0.5824851,0.5959943,0,0
2015-10-06 0130,4.065,82.14999,4.514884,252.1934,323.7349,4.514884,0.6848524,0.5243024,0,0
2015-10-06 0200,3.283333,82.08583,4.682808,249.4057,319.3028,4.682808,0.6185244,0.4739048,0,0
2015-10-06 0230,2.670833,85.21083,4.562786,247.7519,317.3614,4.562786,1.023082,0.5221298,0,0
2015-10-06 0300,2.304166,85.89333,3.954259,253.8242,317.7093,3.954259,1.090899,0.6376113,0,0
2015-10-06 0330,1.681667,87.2175,4.68152,244.3565,313.2448,4.68152,1.113993,0.5569687,0,0
2015-10-06 0400,1.236667,88.85083,4.474008,241.8663,310.8656,4.474008,1.498909,0.5603397,0,0
2015-10-06 0430,0.9791666,88.90916,4.284484,239.7875,311.5507,4.284484,1.503934,0.5457796,0,0
2015-10-06 0500,0.8824999,90.38749,3.41776,256.9587,313.0376,3.41776,1.177141,0.4314974,0,0
2015-10-06 0530,1.02,90.71999,2.414245,273.4355,315.5938,2.414245,1.072844,0.4416262,0,0
