Year DoY Hour NEE LE H Rg Tair rH VPD Ustar
- - - umolm-2s-1 Wm-2 Wm-2 Wm-2 degC % hPa ms-1
2023 2 12.5 2.075985833 -0.3301157 -9999.0 132.4179 -3.0167921 88.167061 0.5853995715204228 0.8215897
2023 2 13.0 3.232321667 -3.112409 -9999.0 146.5876 -2.996125 88.021851 0.5934957419050884 1.010565
2023 2 13.5 2.655013333 -5.788973 -9999.0 237.5727 -3.035507 87.78553 0.6034333257470124 0.9688104
2023 2 14.0 3.0855875 -8.271311 -9999.0 223.2459 -3.0505841 87.711617 0.6064037038543182 -9999.0
2023 2 14.5 3.5622725 -4.445694 -9999.0 168.4419 -3.102726 88.529648 0.5638417569014216 0.8551816
2023 2 15.0 1.441111667 -6.448676 -9999.0 90.0731 -3.1788199 88.26506 0.5735861647161782 0.7055013
2023 2 15.5 2.402041667 -7.373241 -9999.0 30.5176 -3.1997361 88.101753 0.5806622213604724 0.6640069
2023 2 16.0 2.463933333 -8.956511 -9999.0 3.5177 -3.188765 88.923042 0.5410237439645496 0.7880157
2023 2 16.5 2.107123333 -10.37026 -9999.0 -9999.0 -3.1925991 89.716187 0.5021411921669436 0.6658437
2023 2 17.0 2.7545975 -7.542033 -9999.0 -9999.0 -3.22633 90.699234 0.4529999029526559 0.6896194
2023 2 17.5 1.566173333 -8.917033 -9999.0 -9999.0 -3.228441 91.454376 0.41615469807735117 0.5211842
2023 2 18.0 0.386084583 -7.933834 -9999.0 -9999.0 -3.2313399 91.381706 0.4196028579527997 0.4252157
2023 2 18.5 1.011535833 -5.424286 -9999.0 -9999.0 -3.1528931 91.697708 0.40658847617597704 0.4935862
2023 2 19.0 2.516484167 -5.02526 -9999.0 -9999.0 -3.081197 92.480103 0.3702447099030328 0.5120449
2023 2 19.5 3.238913333 -5.961363 -9999.0 -9999.0 -2.9427569 92.166023 0.3897040604110016 0.5229945
2023 2 20.0 1.9292675 -4.887972 -9999.0 -9999.0 -2.8774829 91.645409 0.41762482673085444 0.3833822
2023 2 20.5 3.064703333 -5.03161 -9999.0 -9999.0 -2.8707049 91.266312 0.4367950065167614 0.5140483
2023 2 21.0 2.485484167 -7.160781 -9999.0 -9999.0 -2.9618349 91.789909 0.4078346653025555 0.362599
2023 2 21.5 2.1134125 -7.88668 -9999.0 -9999.0 -3.033416 92.509926 0.37009088218674435 0.3590675
2023 2 22.0 1.587955833 -6.108205 -9999.0 -9999.0 -3.108777 93.197563 0.3342329339590142 0.3386899
2023 2 22.5 0.583236917 -6.16019 -9999.0 -9999.0 -3.1656971 93.431053 0.32139444644308046 0.2825281
2023 2 23.0 5.985865 -2.568433 -9999.0 -9999.0 -3.167593 93.7351 0.3064752312818051 0.3769886
2023 2 23.5 2.300370833 -4.553153 -9999.0 -9999.0 -3.2371669 94.012115 0.2914082561749973 0.3699797
2023 3 0.0 1.95797 -2.877831 -9999.0 -9999.0 -3.271842 94.019737 0.2902855389459349 0.265536
2023 3 0.5 0.852808333 0.0865132 -9999.0 0.0149 -3.2532079 92.016403 0.38806761986952054 0.1182105
2023 3 1.0 -9999.0 0.8881715 -9999.0 -9999.0 -3.3549421 92.233284 0.37467027104584805 0.1870365
2023 3 1.5 0.562582583 -0.4576689 -9999.0 -9999.0 -3.4087651 92.215454 0.37402418030764917 0.2192012
2023 3 2.0 0.415986833 -0.7246923 -9999.0 -9999.0 -3.438184 92.151329 0.3762774248329519 0.248857
2023 3 2.5 0.806291083 -1.163748 -9999.0 -9999.0 -3.531553 92.415047 0.3611058168895802 0.346399
2023 3 3.0 1.6263325 -1.57306 -9999.0 -9999.0 -3.5295119 91.832291 0.38890911240934756 0.4081374
2023 3 3.5 1.5808825 0.4016446 -9999.0 -9999.0 -3.5137701 90.592094 0.4484891235538315 0.4270815
2023 3 4.0 1.289161667 -0.3377244 -9999.0 -9999.0 -3.501416 89.570114 0.4976678164248911 0.36355
2023 3 4.5 1.050026667 2.077998 -9999.0 -9999.0 -3.397584 87.845627 0.5844691669870246 0.3649046
2023 3 5.0 0.70005525 0.9666488 -9999.0 -9999.0 -3.329993 86.810555 0.6374514844750685 0.32733
2023 3 5.5 0.760358917 0.2437922 -9999.0 0.178 -3.254668 85.765671 0.6918285832753943 0.3355858
2023 3 6.0 2.10391 0.4000359 -9999.0 1.2064 -3.207644 86.067238 0.679550513350974 0.3565286
2023 3 6.5 2.196290833 -5.376999 -9999.0 2.3055 -3.394505 89.511581 0.5044741696473958 0.4123606
2023 3 7.0 2.449290833 -1.759077 -9999.0 1.891 -3.37937 91.221855 0.4226905005077226 0.5204626
2023 3 7.5 2.2445925 -3.667399 -9999.0 1.2271 -3.2743981 91.273552 0.4235062326095802 0.5239978
2023 3 8.0 2.39748 -3.213103 -9999.0 0.6093 -3.173687 91.356308 0.42265230997110415 0.5547548
2023 3 8.5 2.444121667 -3.112878 -9999.0 0.675 -3.122714 91.641273 0.4102739023407791 0.635982
2023 3 9.0 4.452341667 -3.862622 -9999.0 0.5295 -2.8775611 91.269699 0.43640307967969694 0.810834
2023 3 9.5 2.293455833 -3.551833 -9999.0 1.2804 -2.597599 90.798492 0.46962149282505994 0.9218283
2023 3 10.0 2.165110833 -3.299031 -9999.0 6.1857 -2.287663 90.664185 0.48754414731729856 0.8813053
2023 3 10.5 2.492830833 0.06030648 -9999.0 10.8968 -2.1129091 90.119003 0.5227261314398302 1.027615
2023 3 11.0 2.237514167 -0.01542368 -9999.0 31.3063 -2.1689849 90.568588 0.4968786412880073 0.9857945
2023 3 11.5 1.244655 -1.440496 -9999.0 51.346 -2.1530249 90.76133 0.4872988767726971 0.8267683
2023 3 12.0 0.556589833 1.81481 -9999.0 35.61 -2.142463 90.427574 0.5052973162558176 0.7943767
2023 3 12.5 0.80594075 0.06498599 -9999.0 70.6921 -2.178576 91.078751 0.4696684086115068 0.8016639
2023 3 13.0 1.012209167 3.655356 -9999.0 98.0427 -2.1974349 91.517311 0.4459577274199997 0.7343625
2023 3 13.5 0.475241167 -8.23709 -9999.0 65.0422 -2.14891 92.033295 0.42033618296408637 0.532811
2023 3 14.0 0.0971 -1.873011 -9999.0 36.3656 -2.1514881 93.87249 0.3232356955753257 0.5042349
2023 3 14.5 0.062634017 -3.280497 -9999.0 24.5794 -2.0200629 94.025658 0.31823043753652325 0.4123071
2023 3 15.0 0.063493808 -3.802552 -9999.0 14.0619 -1.9157881 94.367256 0.30235259633830847 0.4224205
2023 3 15.5 0.37327 -0.3090917 -9999.0 7.5981 -1.807214 95.091209 0.265610360865554 0.3744594
2023 3 16.0 0.534600417 -2.78637 -9999.0 1.9274 -1.663552 95.340431 0.25480725551752403 0.3672535
2023 3 16.5 -9999.0 -0.5376099 -9999.0 -9999.0 -1.3964289 95.643608 0.24295365104610145 0.2502225
2023 3 17.0 -9999.0 -0.2819209 -9999.0 -9999.0 -0.844 96.677017 0.19297741403904567 0.1135888
2023 3 17.5 -9999.0 1.337741 -9999.0 -9999.0 -1.340559 95.798882 0.23525732374567276 0.07176659
2023 3 18.0 0.11320725 -2.487484 -9999.0 -9999.0 -1.516782 95.597839 0.24334437970612388 0.08839323
2023 3 18.5 1.303915 -3.139961 -9999.0 -9999.0 -1.717056 95.31765 0.25504629976862336 0.1999707
2023 3 19.0 3.9301525 1.093999 -9999.0 -9999.0 -1.904166 94.721268 0.28359307181464466 0.3029807
2023 3 19.5 2.323146667 -6.541009 -9999.0 -9999.0 -2.106982 93.964233 0.31944500371822393 0.4076684
2023 3 20.0 2.049421667 -8.152435 -9999.0 -9999.0 -2.473083 92.075859 0.40817909788870566 0.5562434
2023 3 20.5 4.40777 14.23987 -9999.0 -9999.0 -2.981786 90.438339 0.47426897901927045 0.70618
2023 3 21.0 1.786269167 -6.583632 -9999.0 -9999.0 -3.337121 89.944756 0.48571573080227903 0.6977854
2023 3 21.5 6.407585833 -0.6713299 -9999.0 -9999.0 -3.3969989 89.084236 0.5249309256990564 0.5859011
2023 3 22.0 2.005283333 -7.469573 -9999.0 -9999.0 -3.37871 88.070786 0.5744509729858809 0.6174711
2023 3 22.5 3.039679167 -4.705135 -9999.0 -9999.0 -3.393389 87.355698 0.6082189679429817 0.7777307
2023 3 23.0 3.39313 -1.558069 -9999.0 -9999.0 -3.4049029 87.513512 0.6001115251624061 0.7027973
2023 3 23.5 -9999.0 -1.992087 -9999.0 -9999.0 -3.434705 87.961426 0.5772978716505444 0.616906
2023 4 0.0 -9999.0 -2.169101 -9999.0 -9999.0 -3.528796 88.400169 0.5523606971629267 0.676165
2023 4 0.5 2.791268333 2.37209 -9999.0 -9999.0 -3.5267799 88.282043 0.5580697295269301 0.8077636
2023 4 1.0 5.7983775 -3.095848 -9999.0 -9999.0 -3.516541 88.264519 0.5593322795884061 0.651842
2023 4 1.5 3.336738333 -4.128102 -9999.0 -9999.0 -3.5288429 90.120583 0.4704363820234052 0.6549119
2023 4 2.0 3.504178333 -2.993447 -9999.0 -9999.0 -3.5358081 90.717567 0.4417791862981897 0.5624674
2023 4 2.5 3.227718333 1.170143 -9999.0 -9999.0 -3.5291481 89.491463 0.5003822926458357 0.4130335
2023 4 3.0 1.7545075 -1.087221 -9999.0 -9999.0 -3.6458409 89.750954 0.4837850223105695 0.4673182
2023 4 3.5 3.448148333 4.539214 -9999.0 -9999.0 -3.9353659 89.583939 0.481117895862055 0.5758296
2023 4 4.0 4.178419167 5.170777 -9999.0 -9999.0 -4.1696668 88.707954 0.5124835806699073 0.4986903
2023 4 4.5 3.77727 -1.095358 -9999.0 -9999.0 -4.1657562 89.962608 0.45567568152977334 0.4900295
2023 4 5.0 2.254665833 -12.71606 -9999.0 -9999.0 -4.2883248 90.041679 0.44793834080439776 0.5599109
2023 4 5.5 3.014438333 0.8181608 -9999.0 -9999.0 -4.5518441 89.961746 0.4426601152929699 0.5386018
2023 4 6.0 1.183473333 4.400729 -9999.0 -9999.0 -4.8306408 88.939331 0.47758787544789705 0.6273218
2023 4 6.5 2.464353333 -7.331791 -9999.0 -9999.0 -5.2176852 90.530975 0.39705675273230945 0.5442927
2023 4 7.0 2.482410833 -8.094965 -9999.0 -9999.0 -5.2750711 91.402931 0.35892820866775565 0.4109123
2023 4 7.5 2.860114167 -7.154284 -9999.0 -9999.0 -5.268889 91.744659 0.3448227113681388 0.4152993
2023 4 8.0 3.971590833 -10.81168 -9999.0 -9999.0 -5.5246511 92.348343 0.3134596003966146 0.6879887
2023 4 8.5 1.997008333 -15.41868 -9999.0 -9999.0 -5.776391 94.343758 0.22731823733895462 0.497585
2023 4 9.0 4.594163333 -17.76928 -9999.0 0.9757 -5.6336279 94.363396 0.22900458244374677 0.5524408
2023 4 9.5 3.021418333 -19.35988 -9999.0 5.0384 -5.462975 94.461838 0.22794360016542026 0.5949103
2023 4 10.0 1.132891667 -16.92782 -9999.0 12.0831 -5.3048358 94.372055 0.23443707446229967 0.5339957
2023 4 10.5 3.214378333 -15.30406 -9999.0 21.6794 -5.292829 93.348694 0.27731861587064044 0.6196266
2023 4 11.0 2.999540833 -22.46125 -9999.0 27.6685 -5.3947139 93.259857 0.2788577004247017 0.5801767
2023 4 11.5 -9999.0 -26.47963 -9999.0 42.1375 -5.5053148 95.107491 0.20072249072918114 0.697523
2023 4 12.0 0.7061045 -22.90862 -9999.0 41.5574 -5.309844 94.46521 0.23046901981506718 0.5464264
2023 4 12.5 0.243517667 -24.95228 -9999.0 32.4867 -5.0800252 94.809555 0.21992894180360967 0.3812546
2023 4 13.0 1.174471667 -11.44617 -9999.0 40.229 -4.7393212 92.076332 0.34450411560066563 0.3065009
2023 4 13.5 -9999.0 -5.401645 -9999.0 34.7098 -4.4569898 90.018402 0.44331989695424134 0.3158781
2023 4 14.0 5.539939167 -0.4448479 -9999.0 28.216 -4.2644382 89.010872 0.49519443848075095 0.4173778
2023 4 14.5 2.957184167 -3.345372 -9999.0 31.7163 -4.1945772 89.699883 0.4665908897537925 0.366873
2023 4 15.0 2.326155833 -0.4156515 -9999.0 21.6645 -4.1172271 89.848236 0.4625516284156097 0.3394473
2023 4 15.5 2.776634167 -0.9578743 -9999.0 13.0407 -4.0110378 89.707687 0.47271013296208775 0.3016223
2023 4 16.0 2.79166 -2.999288 -9999.0 2.6049 -3.963639 90.490051 0.4383338149246301 0.3275974
2023 4 16.5 1.834910833 -4.980291 -9999.0 0.2853 -3.9324391 90.750786 0.4273150361769771 0.2699316
2023 4 17.0 2.130294167 -5.297414 -9999.0 -9999.0 -3.8532021 90.53064 0.4400930376238632 0.3158986
2023 4 17.5 2.9982225 -8.689842 -9999.0 -9999.0 -3.718451 91.09584 0.4180241519868595 0.3757995
2023 4 18.0 -9999.0 -6.621531 -9999.0 -9999.0 -3.76404 92.25959 0.3621508881975517 0.3378254
2023 4 18.5 2.182958333 -11.86895 -9999.0 -9999.0 -3.7423191 92.437408 0.35440743603769054 0.4336972
2023 4 19.0 4.0934625 -6.589662 -9999.0 -9999.0 -3.7931859 92.18029 0.3650631026420461 0.5461403
2023 4 19.5 1.813758333 -4.685284 -9999.0 -9999.0 -4.01823 89.44091 0.48470103932223996 0.5463945
2023 4 20.0 0.179404833 -1.454461 -9999.0 -9999.0 -4.4451251 87.622177 0.5502367834075157 0.5338488
2023 4 20.5 1.008313333 -4.323691 -9999.0 -9999.0 -4.6334028 89.269638 0.470278253712479 0.4565609
2023 4 21.0 0.710663833 -2.80757 -9999.0 -9999.0 -4.7723999 89.080566 0.4735689342535929 0.5135147
2023 4 21.5 1.399464167 -6.411863 -9999.0 -9999.0 -4.821558 88.708984 0.48786878737948625 0.5893111
2023 4 22.0 1.371384167 -2.782875 -9999.0 -9999.0 -4.9002938 88.753204 0.4830741769628619 0.4457013
2023 4 22.5 3.97286 -2.999501 -9999.0 -9999.0 -4.9505601 88.55114 0.48988714852643156 0.5601418
2023 4 23.0 2.100785 -1.201364 -9999.0 -9999.0 -5.1351571 88.264343 0.4951894730540496 0.4132805
2023 4 23.5 4.815403333 3.39461 -9999.0 -9999.0 -5.5262151 86.681343 0.5455504040340573 0.4617082
2023 5 0.0 4.18756 2.019452 -9999.0 -9999.0 -6.102807 84.616905 0.6030260463090751 0.3849839
2023 5 0.5 2.68902 4.388958 -9999.0 -9999.0 -6.5911708 85.32357 0.5542148588694418 0.4106984
2023 5 1.0 0.743036667 -1.122495 -9999.0 -9999.0 -6.973453 85.972839 0.5143666206107969 0.236906
2023 5 1.5 1.9822 -1.704701 -9999.0 -9999.0 -7.2438569 89.462914 0.37842232930303377 0.2600955
2023 5 2.0 3.290756667 -2.116196 -9999.0 -9999.0 -7.4083929 90.356056 0.3419763078026712 0.2611706
2023 5 2.5 3.973628333 -3.489985 -9999.0 -9999.0 -7.762918 91.277145 0.30094771044889823 0.20785
2023 5 3.0 1.578419167 -5.149856 -9999.0 -9999.0 -7.7763 91.609634 0.2891765551367853 0.2517053
2023 5 3.5 -9999.0 -5.637072 -9999.0 -9999.0 -7.8909302 93.026169 0.2382291797483842 0.2541698
2023 5 4.0 2.30584 -3.97016 -9999.0 -9999.0 -8.0913801 94.334663 0.19054292883440072 0.2315993
2023 5 4.5 -9999.0 -5.202128 -9999.0 -9999.0 -8.1553917 94.125511 0.19659712814190433 0.2717929
2023 5 5.0 3.546761667 0.835197 -9999.0 -9999.0 -8.0209417 91.062134 0.3022570623332048 0.2436958
2023 5 5.5 4.108668333 -0.5373576 -9999.0 -9999.0 -8.1631041 91.636108 0.2797403822732285 0.2736025
2023 5 6.0 4.162249167 -0.6950281 -9999.0 -9999.0 -8.5393076 91.662209 0.2708186889006923 0.3134237
2023 5 6.5 1.574094167 -0.7942389 -9999.0 -9999.0 -9.2121639 89.172859 0.33365026987212154 0.3735366
2023 5 7.0 1.3995225 0.1557283 -9999.0 -9999.0 -10.11026 93.16748 0.19618043878786384 0.35974
2023 5 7.5 0.925448333 -3.389438 -9999.0 -9999.0 -10.87001 94.701706 0.14323654138992792 0.2489558
2023 5 8.0 1.298531667 -4.063982 -9999.0 -9999.0 -11.36278 95.379669 0.12009772093413273 0.2519008
2023 5 8.5 0.314221833 -0.95126 -9999.0 -9999.0 -11.75539 95.669144 0.10909244293051001 0.1163425
2023 5 9.0 -9999.0 -0.4838204 -9999.0 0.441 -11.95589 96.04377 0.09806604183277434 0.07636798
2023 5 9.5 0.209358833 -0.9782242 -9999.0 5.4154 -12.34528 96.229103 0.09059083855509442 0.1019318
2023 5 10.0 0.141646833 -0.7258861 -9999.0 14.7018 -12.81594 96.111237 0.08994042868450469 0.1330798
2023 5 10.5 0.452998083 -2.038233 -9999.0 20.0092 -13.39282 95.769829 0.09336654048847359 0.1297922
2023 5 11.0 1.789806667 -1.322879 -9999.0 19.9264 -13.89113 93.240685 0.14325534278377372 0.2598528
2023 5 11.5 2.520808333 -0.6502678 -9999.0 41.3638 -13.89184 92.041336 0.16866429116201953 0.2365944
2023 5 12.0 3.4804475 1.415136 -9999.0 92.0265 -13.64797 92.021652 0.1724769714422234 0.3544297
2023 5 12.5 3.038384167 0.9982269 -9999.0 60.8683 -13.56328 92.237289 0.1689764188127203 0.4414465
2023 5 13.0 3.23766 1.576684 -9999.0 56.1333 -13.65211 91.810127 0.17699005648387467 0.5310283
2023 5 13.5 1.866944167 1.401325 -9999.0 50.8016 -13.76551 91.213089 0.18814586229465746 0.4775402
2023 5 14.0 2.301346667 2.547326 -9999.0 47.0182 -13.90639 90.216858 0.20708353021770187 0.4410567
2023 5 14.5 2.13287 2.085205 -9999.0 25.1109 -14.05285 89.015556 0.22974703814826558 0.5151532
2023 5 15.0 1.240633333 1.520259 -9999.0 15.7192 -14.18511 88.550385 0.23690020840647152 0.4789944
2023 5 15.5 -9999.0 1.801559 -9999.0 8.9934 -14.46632 89.344894 0.21544042287744936 0.4899386
2023 5 16.0 -9999.0 3.705863 -9999.0 4.0219 -15.03626 89.635155 0.1999768619972142 0.4536903
2023 5 16.5 -9999.0 -0.4083095 -9999.0 0.0142 -15.69243 89.758469 0.18716538418479556 0.4203414
2023 5 17.0 3.556695833 -8.104653 -9999.0 -9999.0 -16.34424 88.597481 0.19739161550187245 0.5659182
2023 5 17.5 0.335192 0.8153738 -9999.0 -9999.0 -16.859791 87.680275 0.2042777426075817 0.6813885
2023 5 18.0 -9999.0 2.124442 -9999.0 -9999.0 -17.381411 87.664948 0.19577054325075038 0.639944
2023 5 18.5 0.343459833 -0.6352684 -9999.0 -9999.0 -18.041439 87.244171 0.1914837852819724 0.5084885
2023 5 19.0 0.529382833 -0.4655717 -9999.0 -9999.0 -18.632839 86.773941 0.1888280364649948 0.6312156
2023 5 19.5 1.693956667 -1.35652 -9999.0 -9999.0 -19.091749 85.509697 0.19894328441502074 0.6702701
2023 5 20.0 1.656873333 -1.067046 -9999.0 -9999.0 -19.43181 86.474564 0.18037374825553365 0.5768078
