Year,Month,DoM,DoY,NEE_f,NEE_sqc,LE_f,LE_sqc,H_f,H_sqc,Rg_f,Rg_sqc,VPD_f,VPD_sqc,rH_f,rH_sqc,Tair_f,Tair_sqc,GPP_f,Reco
-,-,-,-,umolm-2s-1,%,Wm-2,%,Wm-2,%,Wm-2,%,hPa,%,%,%,degC,%,umolm-2s-1,umolm-2s-1
2023,1,1,1,1.64955456657497,0.74468085106383,0.517326132610681,0.595744680851064,-41.3056437617359,0.361702127659574,4.40288979480894,0.595744680851064,0.00149433059034342,0.957446808510638,100,1,3.99475177304255,1,1.4698960667728,3.11945063334778
2023,1,2,2,1.14424545378788,0.833333333333333,6.212292625,0.9375,-22.7473708779762,0.8125,48.2048900172929,0.3125,0.0694827133654476,0.979166666666667,98.6572916664583,1,-1.91958333327083,1,0.598752745785304,1.74299819957318
2023,1,3,3,1.47090917029669,0.645833333333333,1.95263606951209,0.75,-33.1241488584055,0.645833333333333,11.4371594282421,0.479166666666667,0.00295006573549281,0.916666666666667,99.991319444375,1,0.3805555555,1,0.772683160288791,2.24359233058548
2023,1,4,4,0.559445893584656,0.6875,3.487481796875,0.979166666666667,-19.9777395833333,0.979166666666667,9.28429990413734,0.333333333333333,0.118362759819348,1,97.6188530414583,1,-3.01461111110417,1,0.954691655423752,1.51413754900841
2023,1,5,5,0.371225005433007,0.854166666666667,5.27534331041667,1,2.28260454166667,0.979166666666667,12.1165917709816,0.333333333333333,0.27193282077799,1,91.385122054375,1,-7.93759722227083,1,0.42921507678553,0.800440082218536
2023,1,6,6,0.780500788020833,0.895833333333333,0.459423086805556,0.958333333333333,-2.53017499758618,0.854166666666667,50.5452241126119,0.354166666666667,0.203130005959844,1,82.3314360872917,1,-21.1700000002083,1,-0.74557430829538,0.0349264797254531
2023,1,7,7,0.859815931281566,0.583333333333333,0.315806600099206,0.9375,0.35844481950983,0.0833333333333333,66.4139317774285,0.3125,0.21008697658743,1,82.2375495447917,1,-20.8453472225,1,-0.821284107589616,0.0385318236919496
2023,1,8,8,0.89602915625,0.9375,0.237777686111111,0.958333333333333,-2.37665952314815,0.375,50.5109329211667,0.3125,0.228537343520654,1,84.2117441808333,1,-18.4015972227083,1,-0.827817238102454,0.0682119181475458
2023,1,9,9,0.536721646577381,0.958333333333333,8.42599521458333,0.979166666666667,-13.3333584416667,0.6875,14.5383225231057,0.3125,0.4093247406767,1,82.309663745,1,-13.1406250002083,1,-0.360562710860989,0.176158935716392
