DoY,u*,H,lE,NEE,PPFD,Ta,VPD,PPFD_gapfilling,Ta_gapfilling,VPD_gapfilling,period
--,m s-1,W m-2,-,umol m-2 s-1,umol m-2 s-1,oC,kPa,umol m-2 s-1,oC,kPa,--
95.34,0.290031,32.5822,66.5446,-0.45038,716.8936170212767,9.17,0.3192638005841637,716.8936170212767,9.17,0.3192638005841637,2
95.35,0.211484,8.48997,36.9274,-0.302105,365.3617021276596,8.62,0.2943080004609957,365.3617021276596,8.62,0.2943080004609957,2
95.36,0.257662,-0.801703,34.274,-0.18604099999999998,234.76595744680853,8.12,0.25586519956473275,234.76595744680853,8.12,0.25586519956473275,2
95.37,0.269339,-3.10342,22.2377,-0.163318,168.38297872340428,7.05,0.19992839960597664,168.38297872340428,7.05,0.19992839960597664,2
95.38,0.299197,1.12562,20.0251,-99999.0,87.85106382978724,5.58,0.13153970037427243,87.85106382978724,5.58,0.13153970037427243,2
95.39,0.334482,10.9253,23.111,0.25085,19.106382978723406,4.29,0.08482714999292185,19.106382978723406,4.29,0.08482714999292185,2
95.4,0.347799,13.9102,19.3882,-99999.0,2.148936170212766,3.78,0.06021268964248705,2.148936170212766,3.78,0.06021268964248705,2
95.41,0.280213,5.60654,14.7741,0.1032,0.1276595744680851,3.4,0.049025010221858345,0.1276595744680851,3.4,0.049025010221858345,2
95.42,0.240552,2.71637,12.6963,-99999.0,0.0,3.36,0.0617101998690579,0.0,3.36,0.0617101998690579,2
95.43,0.179295,2.72494,9.25271,-99999.0,0.021276595744680854,3.31,0.05795939992468302,0.021276595744680854,3.31,0.05795939992468302,2
95.44,0.155701,1.04887,6.77294,0.119145,0.0,3.34,0.04956962034358359,0.0,3.34,0.04956962034358359,2
95.45,0.194199,-2.00612,5.39777,-99999.0,0.0,3.4,0.04332392005250085,0.0,3.4,0.04332392005250085,2
95.46,0.213417,-4.81796,3.66964,0.20159500000000002,0.0,3.43,0.03919849011394838,0.0,3.43,0.03919849011394838,2
95.47,0.262364,-4.72046,4.19277,0.173723,0.0,3.45,0.03907238982665273,0.0,3.45,0.03907238982665273,2
96.0,0.262174,-2.47713,4.84895,0.161568,0.0,3.47,0.04130809989382378,0.0,3.47,0.04130809989382378,2
96.01,0.240764,-2.80868,4.72903,0.158159,0.0,3.44,0.04007678965959993,0.0,3.44,0.04007678965959993,2
96.02,0.281533,-6.97349,4.23589,0.20092700000000002,0.0,3.39,0.040059869846178486,0.0,3.39,0.040059869846178486,2
96.03,0.266679,-5.01095,4.76882,0.00499,0.0,3.31,0.04373422036000019,0.0,3.31,0.04373422036000019,2
96.04,0.290851,-5.99056,6.1043,0.123535,0.0,3.23,0.047824329717724545,0.0,3.23,0.047824329717724545,2
96.05,0.258132,-3.23591,6.05866,-99999.0,0.0,3.1,0.0483844997505658,0.0,3.1,0.0483844997505658,2
96.06,0.305372,-99999.0,10.4838,-99999.0,0.0,2.85,0.0449834001483973,0.0,2.85,0.0449834001483973,2
96.07,0.215607,-99999.0,5.78331,0.1025,0.0,2.58,0.04216113018529022,0.0,2.58,0.04216113018529022,2
96.08,0.24584,-1.24367,6.88638,-99999.0,0.0,2.48,0.046743830309574186,0.0,2.48,0.046743830309574186,2
96.09,0.228891,-1.095,6.64886,-99999.0,0.0,2.44,0.050697450334962646,0.0,2.44,0.050697450334962646,2
96.1,0.253287,-1.31411,7.85139,0.194852,0.0,2.35,0.051451069685157336,0.0,2.35,0.051451069685157336,2
96.11,0.220339,-1.59782,7.56715,0.12799699999999997,0.0,2.32,0.05832099029697346,0.0,2.32,0.05832099029697346,2
96.12,0.19551,-2.27549,6.84105,0.025700000000000008,0.04255319148936171,2.33,0.0624477502542371,0.04255319148936171,2.33,0.0624477502542371,2
96.13,0.231525,-1.41712,7.10147,-99999.0,9.23404255319149,2.3,0.057939619926278496,9.23404255319149,2.3,0.057939619926278496,2
96.14,0.236206,0.317796,8.1326,-0.009019,36.829787234042556,2.33,0.057519280173901954,36.829787234042556,2.33,0.057519280173901954,2
96.15,0.260025,4.35604,10.3478,-0.15174700000000002,69.63829787234042,2.33,0.05674241010937742,69.63829787234042,2.33,0.05674241010937742,2
96.16,0.251156,6.68687,11.1797,-0.22543600000000003,116.31914893617022,2.32,0.057878819669055837,116.31914893617022,2.32,0.057878819669055837,2
96.17,0.20806,7.65539,10.8824,-0.272656,149.17021276595744,2.39,0.060001940118010744,149.17021276595744,2.39,0.060001940118010744,2
96.18,0.269206,13.7393,15.7334,-0.517545,191.4468085106383,2.49,0.06240751006158174,191.4468085106383,2.49,0.06240751006158174,2
96.19,0.27873,13.6418,16.6282,-0.432142,255.0212765957447,2.72,0.06992879964826315,255.0212765957447,2.72,0.06992879964826315,2
96.2,0.26658,20.23,21.478,-0.58408,351.6808510638298,3.06,0.08374920963383925,351.6808510638298,3.06,0.08374920963383925,2
96.21,0.285405,32.2629,31.0205,-0.7133700000000001,473.7872340425532,3.56,0.10198880024077894,473.7872340425532,3.56,0.10198880024077894,2
96.22,0.270539,50.3249,45.5077,-0.44963900000000007,915.1063829787236,4.19,0.13335180004011704,915.1063829787236,4.19,0.13335180004011704,2
96.23,0.313005,73.2889,76.2719,-0.785872,1323.4893617021276,5.23,0.1889702996669964,1323.4893617021276,5.23,0.1889702996669964,2
96.24,0.331642,76.8234,90.2169,-0.693742,1398.8510638297873,6.35,0.2445865002242016,1398.8510638297873,6.35,0.2445865002242016,2
96.25,0.30823,90.3351,106.798,-0.844579,1471.0425531914893,7.22,0.2957548001160717,1471.0425531914893,7.22,0.2957548001160717,2
96.26,0.308149,91.1525,111.363,-0.6559389999999999,1484.744680851064,7.74,0.3313768999652762,1484.744680851064,7.74,0.3313768999652762,2
96.27,0.32937,83.174,132.435,-0.721828,1477.1276595744682,8.54,0.3793053004061502,1477.1276595744682,8.54,0.3793053004061502,2
96.28,0.349338,95.7018,144.413,-0.586282,1446.212765957447,9.01,0.4208655000074977,1446.212765957447,9.01,0.4208655000074977,2
96.29,0.299742,87.3209,129.01,-0.769305,1393.2553191489362,9.5,0.4729072001625063,1393.2553191489362,9.5,0.4729072001625063,2
96.3,0.382378,81.3296,141.568,-0.390516,1318.531914893617,9.6,0.4779958002084399,1318.531914893617,9.6,0.4779958002084399,2
96.31,0.312688,65.7455,118.97,-0.5134799999999999,1211.872340425532,9.88,0.5052622998291572,1211.872340425532,9.88,0.5052622998291572,2
96.32,0.364046,63.0059,126.717,-0.5257620000000001,1090.1914893617022,10.05,0.518344200374889,1090.1914893617022,10.05,0.518344200374889,2
96.33,0.31913,50.0387,111.727,-0.51247,952.8510638297872,10.25,0.5333160003008146,952.8510638297872,10.25,0.5333160003008146,2
96.34,0.327569,33.6092,106.273,-0.320217,808.7234042553192,10.4,0.543431699390414,808.7234042553192,10.4,0.543431699390414,2
96.35,0.342945,21.6708,96.4834,-0.23591299999999998,650.2340425531916,10.48,0.5766961998170324,650.2340425531916,10.48,0.5766961998170324,2
96.36,0.287548,5.35831,73.2956,-0.18232199999999998,489.3191489361702,10.5,0.5893137001197122,489.3191489361702,10.5,0.5893137001197122,2
96.37,0.23509,-6.99853,52.2418,-0.091691,329.06382978723406,10.47,0.5907435001281183,329.06382978723406,10.47,0.5907435001281183,2
96.38,0.265334,-20.8116,47.3116,-0.132759,185.61702127659575,10.27,0.5752307005388495,185.61702127659575,10.27,0.5752307005388495,2
96.39,0.20071,-20.2557,32.124,-0.033077999999999996,62.48936170212767,9.49,0.5096357003199454,62.48936170212767,9.49,0.5096357003199454,2
96.4,0.171302,-18.8112,19.7414,0.217186,0.0,8.59,0.4572419002281123,0.0,8.59,0.4572419002281123,2
96.41,0.144681,-17.067,14.805,0.33368,0.0,7.67,0.4094098997707505,0.0,7.67,0.4094098997707505,2
96.42,0.131842,-17.0262,16.7577,0.31594,0.0,6.96,0.395629099515169,0.0,6.96,0.395629099515169,2
96.43,0.0977,-11.6298,8.43467,0.30213300000000004,0.0,6.08,0.3602615999458578,0.0,6.08,0.3602615999458578,2
96.44,0.196484,-24.9836,21.9039,0.496554,0.0,5.57,0.3474256002296645,0.0,5.57,0.3474256002296645,2
96.45,0.188672,-22.0065,20.8024,0.527406,0.0,5.3,0.36313030015862324,0.0,5.3,0.36313030015862324,2
96.46,0.197204,-28.2252,24.1154,0.573851,0.0,4.84,0.3605638999518437,0.0,4.84,0.3605638999518437,2
96.47,0.190399,-28.0207,24.3864,0.47847300000000004,0.0,4.6,0.38761119980931724,0.0,4.6,0.38761119980931724,2
97.0,0.134964,-16.0584,15.3255,0.24820599999999998,0.0,4.04,0.37748030003866173,0.0,4.04,0.37748030003866173,2
97.01,0.118891,-17.3179,13.3489,0.305686,0.0,3.36,0.3405810003417633,0.0,3.36,0.3405810003417633,2
97.02,0.115037,-12.8747,11.3099,0.23386,0.0,2.64,0.3035213998298829,0.0,2.64,0.3035213998298829,2
97.03,0.0938,-12.6003,9.41021,0.43362199999999995,0.0,1.77,0.25820129968913275,0.0,1.77,0.25820129968913275,2
97.04,0.126846,-12.5181,12.2248,0.281551,0.0,1.33,0.24174110033849505,0.0,1.33,0.24174110033849505,2
97.05,0.119615,-10.6578,12.0297,0.236112,0.0,1.04,0.2335700997652248,0.0,1.04,0.2335700997652248,2
97.06,0.139284,-11.2252,12.2799,0.184286,0.0,0.59,0.21463150029731448,0.0,0.59,0.21463150029731448,2
97.07,0.135772,-11.3125,10.8212,0.24786799999999998,0.0,1.31,0.19517130029245866,0.0,1.31,0.19517130029245866,2
97.08,0.112852,-6.31266,7.69036,0.111058,0.0,0.33,0.17004140017554903,0.0,0.33,0.17004140017554903,2
97.09,0.155721,-9.48554,11.4372,0.199992,0.0,-0.44,0.1616994997163026,0.0,-0.44,0.1616994997163026,2
97.1,0.158745,-9.77416,11.2046,0.218345,0.0,-0.62,0.1553603997895534,0.0,-0.62,0.1553603997895534,2
97.11,0.136864,-6.15137,8.13246,0.02833,0.0,-0.75,0.1475083998420912,0.0,-0.75,0.1475083998420912,2
97.12,0.117578,-5.8878,6.86709,0.0917,0.0,-1.03,0.1346419999247166,0.0,-1.03,0.1346419999247166,2
97.13,0.104354,-4.26514,6.74794,0.0774,24.212765957446813,-1.19,0.12341280016518574,24.212765957446813,-1.19,0.12341280016518574,2
97.14,0.141171,1.55779,10.9288,0.08260100000000001,114.87234042553193,-0.74,0.13790909997647738,114.87234042553193,-0.74,0.13790909997647738,2
97.15,0.173358,4.98966,13.911,-0.06702,241.10638297872342,0.49,0.16275310014637867,241.10638297872342,0.49,0.16275310014637867,2
97.16,0.182453,-99999.0,17.2096,-99999.0,411.7872340425532,0.77,0.19868420029375233,411.7872340425532,0.77,0.19868420029375233,2
97.17,0.202004,25.0113,24.6698,-0.43800399999999995,573.8085106382979,1.92,0.25172739969962166,573.8085106382979,1.92,0.25172739969962166,2
97.18,0.201959,13.8616,30.8353,-0.185584,759.0638297872341,3.23,0.3124395996376501,759.0638297872341,3.23,0.3124395996376501,2
97.19,0.174867,24.3607,39.7835,-0.19784700000000002,910.5106382978723,4.34,0.37262959978721355,910.5106382978723,4.34,0.37262959978721355,2
97.2,0.181508,25.0599,45.1319,-0.226871,996.6382978723406,5.46,0.44105960029473046,996.6382978723406,5.46,0.44105960029473046,2
97.21,0.227371,28.0263,84.6228,0.11499200000000001,1119.4893617021276,6.51,0.5011596996728347,1119.4893617021276,6.51,0.5011596996728347,2
97.22,0.212774,51.5772,85.3355,-0.8268669999999999,1196.276595744681,7.71,0.6093125004691107,1196.276595744681,7.71,0.6093125004691107,2
97.23,0.316602,56.1316,96.4326,-1.011168,1365.6170212765958,8.26,0.6592440005400224,1365.6170212765958,8.26,0.6592440005400224,2
97.24,0.308723,67.1473,107.222,-0.969951,1473.8510638297873,8.79,0.6928040004366043,1473.8510638297873,8.79,0.6928040004366043,2
97.25,0.284012,67.0179,118.339,-0.825835,1501.531914893617,9.19,0.7240054004875294,1501.531914893617,9.19,0.7240054004875294,2
97.26,0.240428,76.8568,129.414,-0.98777,1520.68085106383,9.47,0.7595465001829798,1520.68085106383,9.47,0.7595465001829798,2
97.27,0.22305,67.9472,120.495,-0.66296,1565.1276595744682,9.79,0.7961065000891967,1565.1276595744682,9.79,0.7961065000891967,2
97.28,0.288989,77.0663,129.295,-0.6779000000000001,1576.8936170212767,10.17,0.8270579996406102,1576.8936170212767,10.17,0.8270579996406102,2
97.29,0.179875,95.6836,172.628,-1.02532,1576.659574468085,10.54,0.8487567998801282,1576.659574468085,10.54,0.8487567998801282,2
97.3,0.257865,88.4194,164.959,-0.908801,1573.085106382979,10.89,0.8701633998943112,1573.085106382979,10.89,0.8701633998943112,2
97.31,0.236918,47.6923,120.172,-0.7368159999999999,1082.4468085106384,10.74,0.8775302000847898,1082.4468085106384,10.74,0.8775302000847898,2
97.32,0.285586,36.1462,134.086,-0.813321,732.0000000000001,10.39,0.8208044994797081,732.0000000000001,10.39,0.8208044994797081,2
97.33,0.262926,21.8287,89.9505,-0.640372,644.1914893617021,10.23,0.8327397994000414,644.1914893617021,10.23,0.8327397994000414,2
97.34,0.274349,32.9575,93.3073,-0.574736,686.0000000000001,10.52,0.8493999004794439,686.0000000000001,10.52,0.8493999004794439,2
97.35,0.226426,5.09716,73.8797,-0.414881,419.7659574468085,9.94,0.7484760999015929,419.7659574468085,9.94,0.7484760999015929,2
97.36,0.21186,-5.27738,64.9038,-0.168291,250.87234042553192,9.24,0.6992308000207412,250.87234042553192,9.24,0.6992308000207412,2
97.37,0.162078,-99999.0,42.6355,0.242707,196.4468085106383,8.68,0.674319999786098,196.4468085106383,8.68,0.674319999786098,2
97.38,0.164472,-9.98313,34.9079,-0.0894,156.06382978723403,8.29,0.630177100317848,156.06382978723403,8.29,0.630177100317848,2
97.39,0.105909,-11.2309,18.031,0.0184,50.02127659574469,7.6,0.5651385996435856,50.02127659574469,7.6,0.5651385996435856,2
97.4,0.04,-99999.0,3.38375,-99999.0,0.0,5.88,0.4050344003409325,0.0,5.88,0.4050344003409325,2
97.41,0.033,-99999.0,5.46053,0.714096,0.0,3.38,0.17285999976339017,0.0,3.38,0.17285999976339017,2
97.42,0.0208,-99999.0,-99999.0,-99999.0,0.0,2.86,0.12433060015779418,0.0,2.86,0.12433060015779418,2
97.43,0.0232,-99999.0,2.72728,-99999.0,0.0,2.13,0.06660691012398168,0.0,2.13,0.06660691012398168,2
97.44,0.022,-99999.0,3.71687,0.43731,0.0,1.22,0.07966433003536544,0.0,1.22,0.07966433003536544,2
97.45,0.0145,-99999.0,1.31902,0.265881,0.0,0.7,0.06556691998876207,0.0,0.7,0.06556691998876207,2
97.46,0.0507,-99999.0,1.8095,-99999.0,0.0,0.38,0.04599732974455417,0.0,0.38,0.04599732974455417,2
97.47,0.0361,2.05651,4.47043,1.241468,0.0,1.15,0.05006476004724014,0.0,1.15,0.05006476004724014,2
98.0,0.0518,-99999.0,0.787047,-99999.0,0.0,-0.28,0.05241321010986866,0.0,-0.28,0.05241321010986866,2
98.01,0.0607,-99999.0,3.52151,0.173121,0.0,-0.49,0.06318237986026443,0.0,-0.49,0.06318237986026443,2
98.02,0.0362,0.6235,1.28399,-99999.0,0.0,-0.54,0.053748719786669064,0.0,-0.54,0.053748719786669064,2
98.03,0.0152,-99999.0,4.51905,-99999.0,0.0,-0.76,0.041374739773433866,0.0,-0.76,0.041374739773433866,2
98.04,0.0362,0.895575,0.616346,-99999.0,0.0,-1.52,0.02870688987989567,0.0,-1.52,0.02870688987989567,2
98.05,0.033,0.139554,0.726327,0.307667,0.0,-1.66,0.025902249805143995,0.0,-1.66,0.025902249805143995,2
98.06,0.0239,0.54324,0.82732,0.383404,0.0,-1.91,0.029791119961831924,0.0,-1.91,0.029791119961831924,2
98.07,0.0271,0.897101,1.01474,0.018460000000000004,0.0,-2.03,0.033240840032735086,0.0,-2.03,0.033240840032735086,2
98.08,0.0261,0.328519,-99999.0,0.240097,0.0,-2.26,0.026637729817300837,0.0,-2.26,0.026637729817300837,2
98.09,0.0331,0.0767,0.85971,0.16549999999999998,0.0,-2.51,0.029682399808463877,0.0,-2.51,0.029682399808463877,2
98.1,0.0331,0.781068,1.00817,0.179729,0.0,-2.24,0.046445979740412646,0.0,-2.24,0.046445979740412646,2
98.11,0.029,-99999.0,-99999.0,0.530931,0.0,-2.42,0.03407839983570504,0.0,-2.42,0.03407839983570504,2
98.12,0.0162,-99999.0,2.05032,1.0966200000000002,0.0,-2.69,0.02796827017801551,0.0,-2.69,0.02796827017801551,2
98.13,0.0371,0.259342,1.93867,0.5320360000000001,25.25531914893617,-2.76,0.032240010223240745,25.25531914893617,-2.76,0.032240010223240745,2
98.14,0.0407,3.50397,3.29257,-0.06444199999999997,126.10638297872342,-1.9,0.06049435010699078,126.10638297872342,-1.9,0.06049435010699078,2
98.15,0.0382,11.032,7.38785,-1.6785400000000001,263.48936170212767,-0.22,0.11100129971597728,263.48936170212767,-0.22,0.11100129971597728,2
98.16,0.0659,8.11722,15.0379,-0.454952,431.6170212765958,1.05,0.1280798000044845,431.6170212765958,1.05,0.1280798000044845,2
98.17,0.0963,5.23323,21.4829,-99999.0,580.7659574468086,2.91,0.23223360033780338,580.7659574468086,2.91,0.23223360033780338,2
98.18,0.15408,17.6973,26.7602,-0.505536,732.6170212765958,4.9,0.3764824996755394,732.6170212765958,4.9,0.3764824996755394,2
98.19,0.163124,19.8957,33.635,-0.34716,894.5744680851064,6.4,0.4699734999160352,894.5744680851064,6.4,0.4699734999160352,2
98.2,0.145757,28.7777,38.6886,-0.392602,1039.531914893617,7.66,0.5581784995868997,1039.531914893617,7.66,0.5581784995868997,2
98.21,0.174716,30.1005,57.5316,-0.192442,1175.7021276595747,8.98,0.6436776004366891,1175.7021276595747,8.98,0.6436776004366891,2
98.22,0.235105,37.1282,65.3837,-0.493581,1290.9574468085107,9.71,0.7230821999123282,1290.9574468085107,9.71,0.7230821999123282,2
98.23,0.321368,32.6828,70.184,-0.586021,1382.4468085106384,10.14,0.7526115996653147,1382.4468085106384,10.14,0.7526115996653147,2
98.24,0.333699,45.0716,82.8761,-0.400923,1445.8297872340427,10.55,0.7810896003470269,1445.8297872340427,10.55,0.7810896003470269,2
98.25,0.199909,58.9913,94.9844,-0.607537,1490.4893617021278,10.96,0.8111097001222145,1490.4893617021278,10.96,0.8111097001222145,2
98.26,0.241782,59.6992,98.938,-0.45554100000000003,1512.68085106383,11.38,0.8409728003842041,1512.68085106383,11.38,0.8409728003842041,2
98.27,0.129598,62.5663,99.9852,-0.317252,1498.8297872340427,11.68,0.8887463996782223,1498.8297872340427,11.68,0.8887463996782223,2
98.28,0.217151,71.5821,124.348,-0.270439,1463.0425531914893,11.99,0.9106579000467896,1463.0425531914893,11.99,0.9106579000467896,2
98.29,0.149038,61.7201,117.603,-0.510432,1408.4255319148938,12.05,0.9125831001087299,1408.4255319148938,12.05,0.9125831001087299,2
98.3,0.202989,61.4877,99.4241,-0.454033,1328.148936170213,12.46,0.9528792997816034,1328.148936170213,12.46,0.9528792997816034,2
98.31,0.200152,57.113,102.484,-0.39192899999999997,1224.5744680851064,12.61,0.9648935002222547,1224.5744680851064,12.61,0.9648935002222547,2
98.32,0.142566,47.7008,90.5553,-0.33435600000000004,1106.9148936170213,12.83,0.9867627005467519,1106.9148936170213,12.83,0.9867627005467519,2
98.33,0.0646,40.9169,78.8366,-0.711916,969.1914893617021,13.11,1.0184570000510256,969.1914893617021,13.11,1.0184570000510256,2
98.34,0.188424,32.2144,75.9068,-0.512514,817.5106382978724,13.22,1.0122100000353615,817.5106382978724,13.22,1.0122100000353615,2
98.35,0.175962,20.9519,66.2628,-0.23484300000000002,632.5957446808511,13.3,1.0233630006779766,632.5957446808511,13.3,1.0233630006779766,2
98.36,0.168847,1.9656,45.894,-0.184366,325.6595744680851,12.7,0.9492319997218903,325.6595744680851,12.7,0.9492319997218903,2
98.37,0.167883,0.0949,34.5719,0.135822,337.63829787234044,12.67,0.9291563004841485,337.63829787234044,12.67,0.9291563004841485,2
98.38,0.14365,-9.42118,18.6669,-0.27508,118.63829787234043,11.82,0.8274558999867736,118.63829787234043,11.82,0.8274558999867736,2
98.39,0.0437,-99999.0,-2.86088,-99999.0,34.14893617021277,8.76,0.478268900021785,34.14893617021277,8.76,0.478268900021785,2
98.4,0.0273,2.80945,0.91885,0.007900000000000004,0.0,6.44,0.2689085996025309,0.0,6.44,0.2689085996025309,2
98.41,0.0264,-99999.0,7.22911,0.9332020000000001,0.0,5.87,0.18304299972311888,0.0,5.87,0.18304299972311888,2
98.42,0.0217,-99999.0,2.62162,1.568331,0.0,5.59,0.19640290001317062,0.0,5.59,0.19640290001317062,2
98.43,0.027,2.53438,4.50752,-99999.0,0.0,3.86,0.12898179963349143,0.0,3.86,0.12898179963349143,2
98.44,0.0244,-99999.0,-99999.0,1.545472,0.0,3.55,0.0917905300839017,0.0,3.55,0.0917905300839017,2
98.45,0.021,0.490496,3.09108,-99999.0,0.0,3.06,0.12011500029498912,0.0,3.06,0.12011500029498912,2
98.46,0.0278,-99999.0,2.17463,1.10907,0.0,2.7,0.07909925025453379,0.0,2.7,0.07909925025453379,2
98.47,0.0393,0.201454,3.00688,0.590683,0.0,2.1,0.06488036031405642,0.0,2.1,0.06488036031405642,2
99.0,0.0296,0.641884,4.2134,0.5840230000000001,0.0,1.69,0.07698677995600978,0.0,1.69,0.07698677995600978,2
99.01,0.0493,0.74899,2.80811,-99999.0,0.0,1.75,0.06386670009696882,0.0,1.75,0.06386670009696882,2
99.02,0.0311,-99999.0,5.39108,2.344151,0.0,1.75,0.0700094203410826,0.0,1.75,0.0700094203410826,2
99.03,0.031,0.114067,0.464334,0.162788,0.0,1.68,0.07241095994469049,0.0,1.68,0.07241095994469049,2
99.04,0.0303,0.646709,0.850865,0.338686,0.0,0.86,0.053019939874469735,0.0,0.86,0.053019939874469735,2
99.05,0.0222,0.67078,-99999.0,-99999.0,0.0,0.98,0.062213150229507796,0.0,0.98,0.062213150229507796,2
99.06,0.0324,1.41756,2.29776,-99999.0,0.0,0.67,0.051729030236472795,0.0,0.67,0.051729030236472795,2
99.07,0.0382,-99999.0,-99999.0,-99999.0,0.0,-0.55,0.04945476018984252,0.0,-0.55,0.04945476018984252,2
99.08,0.047,1.07277,-99999.0,1.654136,0.0,-0.79,0.05816526025662938,0.0,-0.79,0.05816526025662938,2
99.09,0.0641,-99999.0,1.5408,1.1511550000000002,0.0,-0.66,0.04969855012078561,0.0,-0.66,0.04969855012078561,2
99.1,0.0205,2.53962,2.31473,-99999.0,0.0,-0.92,0.04747217017849614,0.0,-0.92,0.04747217017849614,2
99.11,0.0267,1.45537,0.984107,-99999.0,0.0,-1.17,0.04201008008307294,0.0,-1.17,0.04201008008307294,2
99.12,0.0185,4.30888,1.72011,-99999.0,0.10638297872340427,-1.08,0.03988661010953187,0.10638297872340427,-1.08,0.03988661010953187,2
99.13,0.0276,3.6149,2.18239,-0.20279000000000003,26.510638297872344,-0.48,0.06271563012518033,26.510638297872344,-0.48,0.06271563012518033,2
99.14,0.0354,1.92428,0.906678,0.7029099999999999,67.02127659574468,-0.21,0.06188542982334155,67.02127659574468,-0.21,0.06188542982334155,2
99.15,0.0287,2.50392,4.57471,-99999.0,136.4468085106383,2.17,0.06401395004392718,136.4468085106383,2.17,0.06401395004392718,2
99.16,0.0835,41.7694,23.5415,-99999.0,412.63829787234044,2.17,0.14708429979375026,412.63829787234044,2.17,0.14708429979375026,2
99.17,0.0777,31.4194,25.4936,-99999.0,525.0212765957447,4.4,0.20908999963109132,525.0212765957447,4.4,0.20908999963109132,2
99.18,0.11884,20.3716,33.175,-99999.0,751.5957446808511,6.99,0.357911900181918,751.5957446808511,6.99,0.357911900181918,2
99.19,0.188783,47.5542,52.6225,-0.461029,1001.0000000000001,8.59,0.4365563003393351,1001.0000000000001,8.59,0.4365563003393351,2
99.2,0.137857,15.8945,29.152,-0.231516,485.7446808510639,9.73,0.498778699447362,485.7446808510639,9.73,0.498778699447362,2
99.21,0.064,1.64306,15.0151,-0.107,232.95744680851064,9.32,0.4480312994512712,232.95744680851064,9.32,0.4480312994512712,2
99.22,0.0843,6.33705,24.0664,-0.323409,300.7872340425532,9.59,0.4548984995713532,300.7872340425532,9.59,0.4548984995713532,2
99.23,0.0472,20.1388,33.0214,-0.6258220000000001,475.2553191489362,10.03,0.46238949972188514,475.2553191489362,10.03,0.46238949972188514,2
99.24,0.0877,16.3015,42.9249,-0.41451899999999997,586.1914893617021,10.81,0.5300958995023155,586.1914893617021,10.81,0.5300958995023155,2
99.25,0.21956,-99999.0,44.439,-99999.0,979.4680851063831,11.27,0.5795671000504967,979.4680851063831,11.27,0.5795671000504967,2
99.26,0.228726,-99999.0,144.017,-99999.0,1526.4468085106382,12.48,0.6824569006128325,1526.4468085106382,12.48,0.6824569006128325,2
99.27,0.127663,45.2307,108.525,-0.713371,1227.2340425531916,13.37,0.7955699998462826,1227.2340425531916,13.37,0.7955699998462826,2
99.28,0.216495,24.8872,106.883,-0.344427,732.3404255319149,13.56,0.86129650003884,732.3404255319149,13.56,0.86129650003884,2
99.29,0.180815,44.5581,120.69,-0.292715,1007.2765957446809,13.9,0.9142432997825605,1007.2765957446809,13.9,0.9142432997825605,2
99.3,0.211939,33.6769,117.26,-0.6078560000000001,934.8723404255319,13.9,0.9321934998241019,934.8723404255319,13.9,0.9321934998241019,2
99.31,0.21641,26.3469,110.239,-0.355962,859.2978723404256,13.97,0.9559896996846433,859.2978723404256,13.97,0.9559896996846433,2
99.32,0.172565,27.9815,120.406,-0.379954,757.2553191489362,14.07,0.975093100042093,757.2553191489362,14.07,0.975093100042093,2
99.33,0.174202,41.9662,119.356,-0.568056,1026.9574468085107,14.69,1.0455330002419458,1026.9574468085107,14.69,1.0455330002419458,2
99.34,0.237086,38.8023,127.058,-0.436319,942.936170212766,14.7,1.0595639998802433,942.936170212766,14.7,1.0595639998802433,2
99.35,0.178767,27.9525,108.144,-0.447659,743.1489361702128,14.84,1.0769060005055877,743.1489361702128,14.84,1.0769060005055877,2
99.36,0.134752,-99999.0,72.4849,-99999.0,437.5531914893617,14.29,0.9948450995877582,437.5531914893617,14.29,0.9948450995877582,2
99.37,0.0967,-5.98492,38.2193,0.026903,190.06382978723406,13.09,0.8247591003886345,190.06382978723406,13.09,0.8247591003886345,2
99.38,0.0891,13.1334,7.00769,-0.219969,184.06382978723406,13.15,0.8202156000103109,184.06382978723406,13.15,0.8202156000103109,2
99.39,0.0215,-3.14886,-4.60635,-99999.0,58.61702127659575,9.89,0.4356886001921101,58.61702127659575,9.89,0.4356886001921101,2
99.4,0.0646,-99999.0,-99999.0,0.684976,2.4893617021276597,8.23,0.2821271994982979,2.4893617021276597,8.23,0.2821271994982979,2
99.41,0.0727,2.16356,1.20336,-99999.0,0.0,7.52,0.20904859981840573,0.0,7.52,0.20904859981840573,2
99.42,0.0658,-5.99108,5.34714,1.506737,0.0,6.4,0.16460999987430114,0.0,6.4,0.16460999987430114,2
99.43,0.130739,-99999.0,-99999.0,-99999.0,0.0,5.79,0.15087819958967508,0.0,5.79,0.15087819958967508,2
99.44,0.0702,-99999.0,3.93733,1.039456,0.0,5.76,0.12037650000358902,0.0,5.76,0.12037650000358902,2
99.45,0.0695,-99999.0,-99999.0,-99999.0,0.0,5.56,0.10117930003832498,0.0,5.56,0.10117930003832498,2
99.46,0.150387,5.95662,11.1939,1.48174,0.0,5.22,0.1148622002415216,0.0,5.22,0.1148622002415216,2
99.47,0.10859,-99999.0,-99999.0,-99999.0,0.0,4.86,0.10904129991346245,0.0,4.86,0.10904129991346245,2
100.0,0.0358,-99999.0,-2.40795,-99999.0,0.0,4.34,0.08805608034710488,0.0,4.34,0.08805608034710488,2
